class_id,class_name,other_id,other_name,centroid_cosine,rank,class_within_cos_distance,other_within_cos_distance,class_count,other_count
10,picture,0,wall,0.8765662908554077,1,0.24469293653964996,0.1048135980963707,60000,60000
10,picture,19,otherfurniture,0.32950764894485474,2,0.24469293653964996,0.29156067967414856,60000,60000
10,picture,4,chair,0.29669323563575745,3,0.24469293653964996,0.05662526190280914,60000,60000
10,picture,17,sink,0.1941160410642624,4,0.24469293653964996,0.20614440739154816,60000,60000
10,picture,7,door,0.19105134904384613,5,0.24469293653964996,0.17319564521312714,60000,60000
10,picture,8,window,0.1651758849620819,6,0.24469293653964996,0.16181126236915588,60000,60000
10,picture,1,floor,0.09917785972356796,7,0.24469293653964996,0.0882926657795906,60000,60000
10,picture,13,curtain,0.04840685427188873,8,0.24469293653964996,0.13449053466320038,60000,60000
10,picture,2,cabinet,0.04754740372300148,9,0.24469293653964996,0.14150650799274445,60000,60000
10,picture,3,bed,0.004227738827466965,10,0.24469293653964996,0.095772884786129,60000,60000
10,picture,11,counter,-0.0337860994040966,11,0.24469293653964996,0.1737964153289795,60000,60000
10,picture,15,shower curtain,-0.05438557639718056,12,0.24469293653964996,0.18333257734775543,60000,60000
10,picture,9,bookshelf,-0.08538844436407089,13,0.24469293653964996,0.2661788761615753,60000,60000
10,picture,14,refridgerator,-0.1150059774518013,14,0.24469293653964996,0.19877757132053375,60000,60000
10,picture,6,table,-0.13500522077083588,15,0.24469293653964996,0.14975446462631226,60000,60000
10,picture,16,toilet,-0.14419147372245789,16,0.24469293653964996,0.10885071009397507,60000,60000
10,picture,5,sofa,-0.1453590989112854,17,0.24469293653964996,0.1659216731786728,60000,60000
10,picture,18,bathtub,-0.19274009764194489,18,0.24469293653964996,0.1592569649219513,60000,60000
10,picture,12,desk,-0.20127855241298676,19,0.24469293653964996,0.18233148753643036,60000,60000
11,counter,5,sofa,0.2511172294616699,1,0.1737964153289795,0.1659216731786728,60000,60000
11,counter,6,table,0.23326607048511505,2,0.1737964153289795,0.14975446462631226,60000,60000
11,counter,17,sink,0.22356756031513214,3,0.1737964153289795,0.20614440739154816,60000,60000
11,counter,16,toilet,0.20680972933769226,4,0.1737964153289795,0.10885071009397507,60000,60000
11,counter,2,cabinet,0.14742669463157654,5,0.1737964153289795,0.14150650799274445,60000,60000
11,counter,9,bookshelf,0.12536723911762238,6,0.1737964153289795,0.2661788761615753,60000,60000
11,counter,8,window,0.11663494259119034,7,0.1737964153289795,0.16181126236915588,60000,60000
11,counter,18,bathtub,0.0844358503818512,8,0.1737964153289795,0.1592569649219513,60000,60000
11,counter,0,wall,0.05035197734832764,9,0.1737964153289795,0.1048135980963707,60000,60000
11,counter,14,refridgerator,0.01681460812687874,10,0.1737964153289795,0.19877757132053375,60000,60000
11,counter,19,otherfurniture,-0.01119690015912056,11,0.1737964153289795,0.29156067967414856,60000,60000
11,counter,3,bed,-0.013634084723889828,12,0.1737964153289795,0.095772884786129,60000,60000
11,counter,10,picture,-0.0337860994040966,13,0.1737964153289795,0.24469293653964996,60000,60000
11,counter,12,desk,-0.040424466133117676,14,0.1737964153289795,0.18233148753643036,60000,60000
11,counter,13,curtain,-0.12439429014921188,15,0.1737964153289795,0.13449053466320038,60000,60000
11,counter,1,floor,-0.2218969166278839,16,0.1737964153289795,0.0882926657795906,60000,60000
11,counter,15,shower curtain,-0.30819568037986755,17,0.1737964153289795,0.18333257734775543,60000,60000
11,counter,4,chair,-0.37375643849372864,18,0.1737964153289795,0.05662526190280914,60000,60000
11,counter,7,door,-0.4405078589916229,19,0.1737964153289795,0.17319564521312714,60000,60000
7,door,14,refridgerator,0.349704772233963,1,0.17319564521312714,0.19877757132053375,60000,60000
7,door,15,shower curtain,0.30370989441871643,2,0.17319564521312714,0.18333257734775543,60000,60000
7,door,1,floor,0.24706803262233734,3,0.17319564521312714,0.0882926657795906,60000,60000
7,door,2,cabinet,0.24568215012550354,4,0.17319564521312714,0.14150650799274445,60000,60000
7,door,13,curtain,0.2182598114013672,5,0.17319564521312714,0.13449053466320038,60000,60000
7,door,8,window,0.191233828663826,6,0.17319564521312714,0.16181126236915588,60000,60000
7,door,10,picture,0.19105134904384613,7,0.17319564521312714,0.24469293653964996,60000,60000
7,door,0,wall,0.1873958259820938,8,0.17319564521312714,0.1048135980963707,60000,60000
7,door,19,otherfurniture,0.09968750923871994,9,0.17319564521312714,0.29156067967414856,60000,60000
7,door,9,bookshelf,0.09898856282234192,10,0.17319564521312714,0.2661788761615753,60000,60000
7,door,18,bathtub,0.08135467767715454,11,0.17319564521312714,0.1592569649219513,60000,60000
7,door,4,chair,0.0048264143988490105,12,0.17319564521312714,0.05662526190280914,60000,60000
7,door,12,desk,0.00013903014769311994,13,0.17319564521312714,0.18233148753643036,60000,60000
7,door,3,bed,-0.006839086301624775,14,0.17319564521312714,0.095772884786129,60000,60000
7,door,17,sink,-0.06401529908180237,15,0.17319564521312714,0.20614440739154816,60000,60000
7,door,16,toilet,-0.06848838180303574,16,0.17319564521312714,0.10885071009397507,60000,60000
7,door,5,sofa,-0.19836275279521942,17,0.17319564521312714,0.1659216731786728,60000,60000
7,door,6,table,-0.2059832215309143,18,0.17319564521312714,0.14975446462631226,60000,60000
7,door,11,counter,-0.4405078589916229,19,0.17319564521312714,0.1737964153289795,60000,60000
