class_id,class_name,other_id,other_name,centroid_cosine,rank,class_within_cos_distance,other_within_cos_distance,class_count,other_count
10,picture,0,wall,0.645319938659668,1,0.3868715465068817,0.43229958415031433,60000,60000
10,picture,8,window,0.5357164740562439,2,0.3868715465068817,0.4123672544956207,60000,60000
10,picture,7,door,0.5124713778495789,3,0.3868715465068817,0.4401443302631378,60000,60000
10,picture,2,cabinet,0.5059168338775635,4,0.3868715465068817,0.5074223875999451,60000,60000
10,picture,9,bookshelf,0.4453202486038208,5,0.3868715465068817,0.4343147277832031,60000,60000
10,picture,13,curtain,0.44106173515319824,6,0.3868715465068817,0.36222317814826965,60000,60000
10,picture,19,otherfurniture,0.4325026869773865,7,0.3868715465068817,0.4832184910774231,60000,60000
10,picture,3,bed,0.4117283225059509,8,0.3868715465068817,0.5016182065010071,60000,60000
10,picture,5,sofa,0.38932833075523376,9,0.3868715465068817,0.42644843459129333,60000,60000
10,picture,11,counter,0.3851841390132904,10,0.3868715465068817,0.40175023674964905,60000,60000
10,picture,12,desk,0.3835250437259674,11,0.3868715465068817,0.4603397846221924,60000,60000
10,picture,6,table,0.3749859929084778,12,0.3868715465068817,0.4512436091899872,60000,60000
10,picture,1,floor,0.37267524003982544,13,0.3868715465068817,0.3847382664680481,60000,60000
10,picture,14,refridgerator,0.3671673536300659,14,0.3868715465068817,0.37483203411102295,60000,60000
10,picture,15,shower curtain,0.3335898816585541,15,0.3868715465068817,0.26895248889923096,60000,60000
10,picture,18,bathtub,0.31006306409835815,16,0.3868715465068817,0.31875690817832947,60000,60000
10,picture,17,sink,0.2824370563030243,17,0.3868715465068817,0.3993964195251465,60000,60000
10,picture,4,chair,0.27263981103897095,18,0.3868715465068817,0.36259207129478455,60000,60000
10,picture,16,toilet,0.23523376882076263,19,0.3868715465068817,0.32356828451156616,60000,60000
11,counter,2,cabinet,0.6259908080101013,1,0.40175023674964905,0.5074223875999451,60000,60000
11,counter,17,sink,0.5996125936508179,2,0.40175023674964905,0.3993964195251465,60000,60000
11,counter,12,desk,0.5455784201622009,3,0.40175023674964905,0.4603397846221924,60000,60000
11,counter,3,bed,0.5054993033409119,4,0.40175023674964905,0.5016182065010071,60000,60000
11,counter,6,table,0.4799472391605377,5,0.40175023674964905,0.4512436091899872,60000,60000
11,counter,0,wall,0.47152379155158997,6,0.40175023674964905,0.43229958415031433,60000,60000
11,counter,9,bookshelf,0.4533725082874298,7,0.40175023674964905,0.4343147277832031,60000,60000
11,counter,14,refridgerator,0.4478810429573059,8,0.40175023674964905,0.37483203411102295,60000,60000
11,counter,19,otherfurniture,0.442304790019989,9,0.40175023674964905,0.4832184910774231,60000,60000
11,counter,7,door,0.43504756689071655,10,0.40175023674964905,0.4401443302631378,60000,60000
11,counter,5,sofa,0.42801615595817566,11,0.40175023674964905,0.42644843459129333,60000,60000
11,counter,8,window,0.40925565361976624,12,0.40175023674964905,0.4123672544956207,60000,60000
11,counter,1,floor,0.40753626823425293,13,0.40175023674964905,0.3847382664680481,60000,60000
11,counter,18,bathtub,0.4007197320461273,14,0.40175023674964905,0.31875690817832947,60000,60000
11,counter,10,picture,0.3851841390132904,15,0.40175023674964905,0.3868715465068817,60000,60000
11,counter,13,curtain,0.35952210426330566,16,0.40175023674964905,0.36222317814826965,60000,60000
11,counter,4,chair,0.32923564314842224,17,0.40175023674964905,0.36259207129478455,60000,60000
11,counter,15,shower curtain,0.326857328414917,18,0.40175023674964905,0.26895248889923096,60000,60000
11,counter,16,toilet,0.308380663394928,19,0.40175023674964905,0.32356828451156616,60000,60000
12,desk,6,table,0.6527608633041382,1,0.4603397846221924,0.4512436091899872,60000,60000
12,desk,2,cabinet,0.606360673904419,2,0.4603397846221924,0.5074223875999451,60000,60000
12,desk,9,bookshelf,0.565068781375885,3,0.4603397846221924,0.4343147277832031,60000,60000
12,desk,3,bed,0.5643035769462585,4,0.4603397846221924,0.5016182065010071,60000,60000
12,desk,11,counter,0.5455784201622009,5,0.4603397846221924,0.40175023674964905,60000,60000
12,desk,0,wall,0.48622164130210876,6,0.4603397846221924,0.43229958415031433,60000,60000
12,desk,1,floor,0.48400765657424927,7,0.4603397846221924,0.3847382664680481,60000,60000
12,desk,19,otherfurniture,0.47593292593955994,8,0.4603397846221924,0.4832184910774231,60000,60000
12,desk,5,sofa,0.4714456796646118,9,0.4603397846221924,0.42644843459129333,60000,60000
12,desk,7,door,0.4557155966758728,10,0.4603397846221924,0.4401443302631378,60000,60000
12,desk,17,sink,0.4367493689060211,11,0.4603397846221924,0.3993964195251465,60000,60000
12,desk,4,chair,0.40919801592826843,12,0.4603397846221924,0.36259207129478455,60000,60000
12,desk,8,window,0.4009956121444702,13,0.4603397846221924,0.4123672544956207,60000,60000
12,desk,14,refridgerator,0.39373382925987244,14,0.4603397846221924,0.37483203411102295,60000,60000
12,desk,18,bathtub,0.39084815979003906,15,0.4603397846221924,0.31875690817832947,60000,60000
12,desk,10,picture,0.3835250437259674,16,0.4603397846221924,0.3868715465068817,60000,60000
12,desk,13,curtain,0.3661184310913086,17,0.4603397846221924,0.36222317814826965,60000,60000
12,desk,16,toilet,0.32572701573371887,18,0.4603397846221924,0.32356828451156616,60000,60000
12,desk,15,shower curtain,0.2983834147453308,19,0.4603397846221924,0.26895248889923096,60000,60000
17,sink,11,counter,0.5996125936508179,1,0.3993964195251465,0.40175023674964905,60000,60000
17,sink,2,cabinet,0.4700130820274353,2,0.3993964195251465,0.5074223875999451,60000,60000
17,sink,12,desk,0.4367493987083435,3,0.3993964195251465,0.4603397846221924,60000,60000
17,sink,18,bathtub,0.43381214141845703,4,0.3993964195251465,0.31875690817832947,60000,60000
17,sink,3,bed,0.42399847507476807,5,0.3993964195251465,0.5016182065010071,60000,60000
17,sink,6,table,0.4134214222431183,6,0.3993964195251465,0.4512436091899872,60000,60000
17,sink,19,otherfurniture,0.41144073009490967,7,0.3993964195251465,0.4832184910774231,60000,60000
17,sink,16,toilet,0.3991122841835022,8,0.3993964195251465,0.32356828451156616,60000,60000
17,sink,5,sofa,0.37828657031059265,9,0.3993964195251465,0.42644843459129333,60000,60000
17,sink,7,door,0.37569689750671387,10,0.3993964195251465,0.4401443302631378,60000,60000
17,sink,9,bookshelf,0.3642304837703705,11,0.3993964195251465,0.4343147277832031,60000,60000
17,sink,0,wall,0.36146727204322815,12,0.3993964195251465,0.43229958415031433,60000,60000
17,sink,14,refridgerator,0.33414098620414734,13,0.3993964195251465,0.37483203411102295,60000,60000
17,sink,8,window,0.3322538733482361,14,0.3993964195251465,0.4123672544956207,60000,60000
17,sink,1,floor,0.3199004828929901,15,0.3993964195251465,0.3847382664680481,60000,60000
17,sink,4,chair,0.3154253661632538,16,0.3993964195251465,0.36259207129478455,60000,60000
17,sink,13,curtain,0.30169713497161865,17,0.3993964195251465,0.36222317814826965,60000,60000
17,sink,15,shower curtain,0.3006066679954529,18,0.3993964195251465,0.26895248889923096,60000,60000
17,sink,10,picture,0.2824370563030243,19,0.3993964195251465,0.3868715465068817,60000,60000
2,cabinet,11,counter,0.6259908080101013,1,0.5074223875999451,0.40175023674964905,60000,60000
2,cabinet,0,wall,0.6196601390838623,2,0.5074223875999451,0.43229958415031433,60000,60000
2,cabinet,7,door,0.6107206344604492,3,0.5074223875999451,0.4401443302631378,60000,60000
2,cabinet,12,desk,0.606360673904419,4,0.5074223875999451,0.4603397846221924,60000,60000
2,cabinet,9,bookshelf,0.5871370434761047,5,0.5074223875999451,0.4343147277832031,60000,60000
2,cabinet,19,otherfurniture,0.5856906175613403,6,0.5074223875999451,0.4832184910774231,60000,60000
2,cabinet,14,refridgerator,0.5845202207565308,7,0.5074223875999451,0.37483203411102295,60000,60000
