variant,mIoU,delta_mIoU,weak_mean_iou,delta_weak_mean_iou,picture_iou,delta_picture_iou,picture_to_wall,delta_picture_to_wall
phrd_s4_region_conf_low_thr0p8_a0p25,0.7791243061501147,0.0003175745753534187,0.6822513022714501,0.00040540084630691364,0.40774009402283395,0.00014945517928083296,0.43893232807242505,0.0011135642733872686
phrd_s4_region_conf_low_thr0p7_a0p25,0.7791234370551443,0.00031670548038298385,0.6823205042200745,0.0004746027949312781,0.40799474797578217,0.0004041091322290469,0.4381706693919264,0.0003519055928886128
phrd_s4_region_entropy_score_low_thr0p8_a0p25,0.7791195552349663,0.0003128236602050194,0.6822568815357121,0.0004109801105688371,0.4078632865384824,0.0002726476949292955,0.4387105793426596,0.0008918155436218322
phrd_s8_region_entropy_score_low_thr0p7_a0p5,0.7791194215174119,0.00031268994265054584,0.6824493225587462,0.0006034211336030104,0.40800531061247103,0.0004146717689179069,0.4385659606058561,0.0007471968068183399
phrd_s8_region_conf_low_thr0p6_a0p5,0.779112749960681,0.0003060183859197041,0.6824193119299486,0.0005734105048054161,0.4079595460229612,0.0003689071794080734,0.43805979502704373,0.00024103122800595012
phrd_s8_region_conf_low_thr0p95_a0p1,0.7791079299937149,0.00030119841895359656,0.6822274962768011,0.00038159485165789597,0.4081638617243179,0.0005732228807647788,0.4388648393285834,0.0010460755295456092
phrd_s8_region_entropy_score_low_thr0p9_a0p1,0.7791047105633634,0.0002979789886020656,0.6822395861503608,0.00039368472521761344,0.4080754821701122,0.00048484332655907014,0.43873950309002036,0.0009207392909825751
phrd_s8_region_conf_low_thr0p9_a0p1,0.7790955309677834,0.0002887993930220656,0.6822954909173562,0.00044958949221296507,0.40810687496578013,0.0005162361222270095,0.4384454449918531,0.0006266811928153371
phrd_s4_mean_conf_low_thr0p6_a1p0,0.7790947099338801,0.0002879783591187568,0.6822066331107782,0.00036073168563499625,0.40836949783013005,0.0007788589865769247,0.4377609163043164,-5.784749472137474e-05
phrd_s8_region_entropy_score_low_thr0p8_a0p1,0.7790920897892074,0.00028535821444608533,0.6822949940461379,0.0004490926209946844,0.40814524866574475,0.0005546098221916318,0.4380260506551229,0.00020728685608512043
phrd_s4_mean_top_gap_low_thr0p6_a0p25,0.7790910631228634,0.00028433154810203476,0.6820867958278892,0.00024089440274599472,0.40750111352069673,-8.952532285638748e-05,0.4394288524021172,0.0016100886030794292
phrd_s8_region_conf_low_thr0p6_a0p25,0.7790874984642443,0.0002807668894829751,0.6823545805848907,0.0005086791597475049,0.40788121323448995,0.00029057439093682635,0.43791999691480027,0.00010123311576248906
phrd_s8_mean_conf_low_thr0p8_a0p1,0.7790861171286211,0.0002793855538597567,0.682293128831739,0.00044722740659575155,0.4083500007299588,0.000759361886405685,0.43814656626912585,0.00032780247008806773
phrd_s8_mean_top_gap_low_thr0p6_a0p1,0.7790859282802385,0.00027919670547715825,0.6822940886268495,0.0004481872017062516,0.4082747596838116,0.0006841208402584842,0.43818513126560676,0.0003663674665689842
phrd_s8_mean_top_gap_low_thr0p7_a0p1,0.7790830339033697,0.0002763023286084243,0.6822367868803456,0.00039088545520238327,0.4083216466532268,0.0007310078096736672,0.438561139981296,0.0007423761822581976
phrd_s8_region_conf_low_thr0p8_a0p1,0.7790817555784392,0.0002750240036778484,0.6822846100122594,0.00043870858711614336,0.4080638807015494,0.00047324185799629825,0.43809836002352465,0.0002795962244868666
