method,score_space,variant,kind,keep_ratio,fixed_count,feature_zero_ratio,block_size,repeats,observed_keep_frac,mIoU,delta_mIoU,mAcc,allAcc,focus_iou,delta_focus_iou,confusion_iou,focus_to_confusion,delta_focus_to_confusion
ptv3_scannet20_v151_severity,retained,clean_voxel,clean,1.0,0,0.0,64,312,1.0,0.771287754340529,0.0,0.8480988988296785,0.9221771153730767,0.3862259096465446,0.0,0.8757182789053563,0.4918022925508806,0.0
ptv3_scannet20_v151_severity,retained,random_keep0p8,random_drop,0.8,0,0.0,64,312,0.8000785484910011,0.7698314218910378,-0.0014563324494911711,0.8465937378413185,0.9220424099729125,0.39295108190050376,0.0067251722539591885,0.8783923381149319,0.48415885392751895,-0.0076434386233616425
ptv3_scannet20_v151_severity,retained,random_keep0p5,random_drop,0.5,0,0.0,64,312,0.5000052340328693,0.7629878797485772,-0.008299874591951806,0.8400617656038156,0.9188225118915782,0.3760372918379062,-0.01018861780863839,0.8732542455532641,0.5439988168385388,0.0521965242876582
ptv3_scannet20_v151_severity,retained,random_keep0p2,random_drop,0.2,0,0.0,64,312,0.19981445066439799,0.7091154549692565,-0.062172299371272444,0.7898829054414667,0.8976049410389599,0.22864275147928925,-0.15758315816725532,0.8366551460071393,0.7392114456829146,0.24740915313203404
ptv3_scannet20_v151_severity,retained,random_keep0p1,random_drop,0.1,0,0.0,64,312,0.10006327654879826,0.5794826880169993,-0.19180506632352967,0.6683819498227236,0.8498001575767636,0.023708166874058394,-0.36251774277248616,0.7655730157396843,0.9494969684855753,0.4576946759346947
ptv3_scannet20_v151_severity,retained,fixed_points_16000,fixed_count_drop,1.0,16000,0.0,64,312,0.19518424251761574,0.6795422108005317,-0.09174554353999731,0.7628387776543397,0.8848344547682093,0.18554634595590128,-0.2006795636906433,0.8289191767453591,0.7997569463624814,0.3079546538116008
ptv3_scannet20_v151_severity,retained,fixed_points_8000,fixed_count_drop,1.0,8000,0.0,64,312,0.09759212125880787,0.5313162132064447,-0.23997154113408425,0.6068391235732777,0.8059632219795584,0.08013245033112494,-0.30609345931541965,0.707385489215294,0.8899468556244464,0.3981445630735658
ptv3_scannet20_v151_severity,retained,fixed_points_4000,fixed_count_drop,1.0,4000,0.0,64,312,0.048796060629403934,0.3012239583431494,-0.4700637959973796,0.35469970469584683,0.6748927275537465,0.026811433636161605,-0.35941447601038296,0.5569314070978605,0.9525814314203412,0.46077913886946065
ptv3_scannet20_v151_severity,retained,structured_b64_keep0p8,structured_drop,0.8,0,0.0,64,312,0.8044661329342768,0.7464756567616013,-0.02481209757892766,0.8245772542025611,0.9127831848779436,0.3825832295418586,-0.0036426801046859913,0.8618719252322179,0.5066783078821663,0.014876015331285686
ptv3_scannet20_v151_severity,retained,structured_b64_keep0p5,structured_drop,0.5,0,0.0,64,312,0.5077883978254902,0.714339704747619,-0.05694804959291,0.7992108642946777,0.9005613294855705,0.3828555954506244,-0.0033703141959201544,0.8420782105930136,0.5187150769831393,0.02691278443225875
ptv3_scannet20_v151_severity,retained,structured_b64_keep0p2,structured_drop,0.2,0,0.0,64,312,0.1919022957775222,0.6714101438594782,-0.09987761048105082,0.7605683540931876,0.8792330203816411,0.3565410539215677,-0.029684855724976866,0.823641794558644,0.5283659021955437,0.0365636096446631
