scene,region_size,expert,desired_B_points,danger_A_points,desired_in_defer_region,danger_in_defer_region,defer_point_frac
scene0406_02,16,Concerto decoder,246,543,85,43,0.10479453951120377
scene0406_02,16,Sonata linear,260,1442,30,14,0.03655937314033508
scene0406_02,16,Utonia,278,1202,49,16,0.05514933913946152
scene0406_02,16,PTv3_supervised,384,216,301,89,0.22925828397274017
scene0256_01,4,Concerto decoder,2919,935,2798,130,0.06215135008096695
scene0256_01,4,Sonata linear,3435,2918,3228,153,0.06271147727966309
scene0256_01,4,Utonia,2552,4632,2425,83,0.04574760049581528
scene0256_01,4,PTv3_supervised,2043,12211,1888,137,0.04929126799106598
scene0256_01,8,Concerto decoder,2919,935,2810,198,0.11036808043718338
scene0256_01,8,Sonata linear,3435,2918,3240,239,0.10867626965045929
scene0256_01,8,Utonia,2552,4632,2318,114,0.06920439004898071
scene0256_01,8,PTv3_supervised,2043,12211,1719,194,0.08946044743061066
scene0256_01,16,Concerto decoder,2919,935,2744,242,0.21700960397720337
scene0256_01,16,Sonata linear,3435,2918,3096,282,0.21572931110858917
scene0256_01,16,Utonia,2552,4632,2210,192,0.12097622454166412
scene0256_01,16,PTv3_supervised,2043,12211,1712,338,0.16679240763187408
scene0461_00,4,Concerto decoder,329,4238,199,48,0.021410290151834488
scene0461_00,4,Sonata linear,620,3990,477,83,0.03229687735438347
scene0461_00,4,Utonia,560,2704,415,70,0.030883532017469406
scene0461_00,4,PTv3_supervised,444,579,369,43,0.040146682411432266
scene0461_00,8,Concerto decoder,329,4238,155,56,0.041197143495082855
scene0461_00,8,Sonata linear,620,3990,398,57,0.05298139899969101
scene0461_00,8,Utonia,560,2704,375,81,0.047079719603061676
scene0461_00,8,PTv3_supervised,444,579,343,57,0.07570953667163849
scene0461_00,16,Concerto decoder,329,4238,94,51,0.07662630081176758
scene0461_00,16,Sonata linear,620,3990,363,102,0.07255815714597702
scene0461_00,16,Utonia,560,2704,287,86,0.06839451193809509
scene0461_00,16,PTv3_supervised,444,579,325,95,0.13541388511657715
scene0423_00,4,Concerto decoder,128,32,116,15,0.007259220350533724
scene0423_00,4,Sonata linear,132,179,102,8,0.006090202834457159
scene0423_00,4,Utonia,102,143,84,9,0.004883475601673126
scene0423_00,4,PTv3_supervised,176,30,165,6,0.008032280020415783
scene0423_00,8,Concerto decoder,128,32,118,22,0.01581944338977337
scene0423_00,8,Sonata linear,132,179,96,8,0.008013424463570118
scene0423_00,8,Utonia,102,143,91,33,0.012199261225759983
scene0423_00,8,PTv3_supervised,176,30,168,14,0.014443019405007362
scene0423_00,16,Concerto decoder,128,32,125,29,0.056772757321596146
scene0423_00,16,Sonata linear,132,179,95,8,0.02345576509833336
scene0423_00,16,Utonia,102,143,86,33,0.03567388281226158
scene0423_00,16,PTv3_supervised,176,30,166,13,0.04659099504351616
scene0207_02,4,Concerto decoder,4080,9357,3599,231,0.041794195771217346
scene0207_02,4,Sonata linear,4865,18911,4287,221,0.04356423765420914
scene0207_02,4,Utonia,4527,9506,3969,161,0.04178958758711815
scene0207_02,4,PTv3_supervised,5760,5746,5408,173,0.05908898264169693
scene0207_02,8,Concerto decoder,4080,9357,3468,418,0.07756379246711731
scene0207_02,8,Sonata linear,4865,18911,4141,461,0.07601039856672287
scene0207_02,8,Utonia,4527,9506,3752,237,0.06525186449289322
scene0207_02,8,PTv3_supervised,5760,5746,5328,307,0.10294361412525177
scene0207_02,16,Concerto decoder,4080,9357,3250,519,0.143723726272583
scene0207_02,16,Sonata linear,4865,18911,3912,568,0.12099897116422653
scene0207_02,16,Utonia,4527,9506,3459,364,0.10973799973726273
scene0207_02,16,PTv3_supervised,5760,5746,5309,448,0.19982115924358368
scene0256_02,4,Concerto decoder,1395,4898,1292,78,0.04359276965260506
scene0256_02,4,Sonata linear,1452,2531,1326,77,0.04359276965260506
scene0256_02,4,Utonia,1257,2596,1156,76,0.04213859885931015
scene0256_02,4,PTv3_supervised,757,4526,673,39,0.03460923209786415
scene0256_02,8,Concerto decoder,1395,4898,1237,142,0.06703720986843109
scene0256_02,8,Sonata linear,1452,2531,1186,112,0.07427573949098587
scene0256_02,8,Utonia,1257,2596,1108,157,0.07270847260951996
scene0256_02,8,PTv3_supervised,757,4526,665,77,0.07923607528209686
scene0256_02,16,Concerto decoder,1395,4898,1044,125,0.09389087557792664
scene0256_02,16,Sonata linear,1452,2531,1032,130,0.10135561227798462
scene0256_02,16,Utonia,1257,2596,878,141,0.10125866532325745
scene0256_02,16,PTv3_supervised,757,4526,553,72,0.12147162109613419
scene0356_00,4,Concerto decoder,829,986,709,41,0.03483635187149048
scene0356_00,4,Sonata linear,1330,3529,1080,104,0.040693916380405426
scene0356_00,4,Utonia,1081,3833,863,90,0.03303834795951843
scene0356_00,4,PTv3_supervised,566,810,469,75,0.033909257501363754
scene0356_00,8,Concerto decoder,829,986,705,72,0.08388818800449371
scene0356_00,8,Sonata linear,1330,3529,992,100,0.07038909941911697
scene0356_00,8,Utonia,1081,3833,793,71,0.0634780153632164
scene0356_00,8,PTv3_supervised,566,810,457,118,0.08209018409252167
scene0356_00,16,Concerto decoder,829,986,647,116,0.12423092871904373
scene0356_00,16,Sonata linear,1330,3529,934,217,0.09824413806200027
scene0356_00,16,Utonia,1081,3833,716,217,0.11387835443019867
scene0356_00,16,PTv3_supervised,566,810,424,147,0.16496698558330536
scene0629_00,4,Concerto decoder,2588,8108,2347,114,0.03600924089550972
scene0629_00,4,Sonata linear,1857,11867,1563,121,0.02687961794435978
scene0629_00,4,Utonia,3823,5673,3551,146,0.04769250005483627
scene0629_00,4,PTv3_supervised,2674,9199,2463,86,0.04170695319771767
scene0629_00,8,Concerto decoder,2588,8108,2276,201,0.05580361932516098
scene0629_00,8,Sonata linear,1857,11867,1409,131,0.047323476523160934
scene0629_00,8,Utonia,3823,5673,3406,170,0.06984862685203552
scene0629_00,8,PTv3_supervised,2674,9199,2423,128,0.07300008088350296
scene0629_00,16,Concerto decoder,2588,8108,2152,186,0.09777627140283585
scene0629_00,16,Sonata linear,1857,11867,1260,211,0.08082336187362671
scene0629_00,16,Utonia,3823,5673,3235,364,0.10728229582309723
scene0629_00,16,PTv3_supervised,2674,9199,2331,157,0.13487043976783752
scene0574_01,4,Concerto decoder,645,1860,439,81,0.04597046971321106
scene0574_01,4,Sonata linear,588,4676,360,89,0.03956155851483345
scene0574_01,4,Utonia,534,3195,303,86,0.03515917435288429
scene0574_01,4,PTv3_supervised,703,4455,518,98,0.061962805688381195
scene0574_01,8,Concerto decoder,645,1860,395,134,0.10559731721878052
scene0574_01,8,Sonata linear,588,4676,300,142,0.07780539989471436
scene0574_01,8,Utonia,534,3195,268,139,0.07241472601890564
scene0574_01,8,PTv3_supervised,703,4455,508,165,0.1443203240633011
scene0574_01,16,Concerto decoder,645,1860,313,127,0.16639214754104614
scene0574_01,16,Sonata linear,588,4676,151,82,0.11583960056304932
scene0574_01,16,Utonia,534,3195,104,33,0.10161420702934265
scene0574_01,16,PTv3_supervised,703,4455,368,117,0.23263753950595856
scene0081_00,4,Concerto decoder,236,521,162,27,0.022013472393155098
scene0081_00,4,Sonata linear,281,2180,175,40,0.016109397634863853
scene0081_00,4,Utonia,463,1213,329,47,0.02016718126833439
scene0081_00,4,PTv3_supervised,498,485,422,34,0.02795812301337719
scene0081_00,8,Concerto decoder,236,521,129,29,0.04307336360216141
scene0081_00,8,Sonata linear,281,2180,120,40,0.020451225340366364
scene0081_00,8,Utonia,463,1213,332,79,0.030798571184277534
scene0081_00,8,PTv3_supervised,498,485,363,23,0.06001460924744606
scene0081_00,16,Concerto decoder,236,521,129,48,0.10962100327014923
scene0081_00,16,Sonata linear,281,2180,62,30,0.017509333789348602
scene0081_00,16,Utonia,463,1213,264,82,0.04285018518567085
scene0081_00,16,PTv3_supervised,498,485,366,35,0.1271912008523941
scene0608_01,4,Concerto decoder,4035,6457,3892,79,0.05644089728593826
scene0608_01,4,Sonata linear,1450,10642,1278,66,0.026736153289675713
scene0608_01,4,Utonia,4358,10393,4156,80,0.053943511098623276
scene0608_01,4,PTv3_supervised,2433,8353,2293,76,0.04687544330954552
scene0608_01,8,Concerto decoder,4035,6457,3852,177,0.08560846745967865
scene0608_01,8,Sonata linear,1450,10642,1211,120,0.04659271985292435
scene0608_01,8,Utonia,4358,10393,4108,142,0.07016237825155258
scene0608_01,8,PTv3_supervised,2433,8353,2234,92,0.08125453442335129
scene0608_01,16,Concerto decoder,4035,6457,3762,268,0.1265655755996704
scene0608_01,16,Sonata linear,1450,10642,1115,193,0.07107651233673096
scene0608_01,16,Utonia,4358,10393,4025,169,0.10681267827749252
scene0608_01,16,PTv3_supervised,2433,8353,2153,176,0.1478922963142395
scene0144_00,4,Concerto decoder,1218,1595,1128,39,0.037332963198423386
scene0144_00,4,Sonata linear,1347,2671,1219,34,0.03659521043300629
scene0144_00,4,Utonia,1048,3478,922,52,0.02981625869870186
scene0144_00,4,PTv3_supervised,591,2883,526,39,0.028187640011310577
scene0144_00,8,Concerto decoder,1218,1595,1078,60,0.06180400773882866
scene0144_00,8,Sonata linear,1347,2671,1163,41,0.0585467703640461
scene0144_00,8,Utonia,1048,3478,843,49,0.046046771109104156
scene0144_00,8,PTv3_supervised,591,2883,508,52,0.06827672570943832
scene0144_00,16,Concerto decoder,1218,1595,1011,52,0.11713530123233795
scene0144_00,16,Sonata linear,1347,2671,1154,144,0.10130846500396729
scene0144_00,16,Utonia,1048,3478,871,153,0.06663418561220169
scene0144_00,16,PTv3_supervised,591,2883,490,78,0.12456848472356796
scene0164_00,4,Concerto decoder,1500,2310,1340,35,0.046696219593286514
scene0164_00,4,Sonata linear,1226,5669,936,33,0.034610316157341
scene0164_00,4,Utonia,2177,3126,1913,43,0.05088959261775017
scene0164_00,4,PTv3_supervised,1090,1172,998,45,0.054843347519636154
scene0164_00,8,Concerto decoder,1500,2310,1308,60,0.07849098742008209
scene0164_00,8,Sonata linear,1226,5669,856,153,0.04603726044297218
scene0164_00,8,Utonia,2177,3126,1827,115,0.06363445520401001
scene0164_00,8,PTv3_supervised,1090,1172,1005,88,0.11718983948230743
scene0164_00,16,Concerto decoder,1500,2310,1236,74,0.13336428999900818
scene0164_00,16,Sonata linear,1226,5669,781,163,0.07049362361431122
scene0164_00,16,Utonia,2177,3126,1808,210,0.11416462063789368
scene0164_00,16,PTv3_supervised,1090,1172,990,107,0.2545078694820404
scene0663_00,4,Concerto decoder,842,3886,604,78,0.021290218457579613
scene0663_00,4,Sonata linear,1124,18429,819,106,0.020711679011583328
scene0663_00,4,Utonia,1137,8020,835,103,0.025093143805861473
scene0663_00,4,PTv3_supervised,891,2425,719,103,0.030099431052803993
scene0663_00,8,Concerto decoder,842,3886,557,90,0.04452432692050934
scene0663_00,8,Sonata linear,1124,18429,755,140,0.03657134994864464
scene0663_00,8,Utonia,1137,8020,688,111,0.03930976614356041
scene0663_00,8,PTv3_supervised,891,2425,692,140,0.06806698441505432
scene0663_00,16,Concerto decoder,842,3886,451,123,0.07338954508304596
scene0663_00,16,Sonata linear,1124,18429,601,138,0.04917577654123306
scene0663_00,16,Utonia,1137,8020,555,159,0.06982574611902237
scene0663_00,16,PTv3_supervised,891,2425,665,208,0.13904209434986115
scene0684_01,4,Concerto decoder,239,923,159,33,0.021642223000526428
scene0684_01,4,Sonata linear,182,1214,103,27,0.01374757569283247
scene0684_01,4,Utonia,234,1020,134,26,0.017831014469265938
scene0684_01,4,PTv3_supervised,250,209,185,53,0.033756423741579056
scene0684_01,8,Concerto decoder,239,923,153,39,0.062204375863075256
scene0684_01,8,Sonata linear,182,1214,76,27,0.02861809730529785
scene0684_01,8,Utonia,234,1020,94,20,0.033824481070041656
scene0684_01,8,PTv3_supervised,250,209,182,64,0.07316160202026367
scene0684_01,16,Concerto decoder,239,923,114,27,0.09517814218997955
scene0684_01,16,Sonata linear,182,1214,65,31,0.06584544479846954
scene0684_01,16,Utonia,234,1020,55,6,0.03698914498090744
scene0684_01,16,PTv3_supervised,250,209,160,56,0.12012114375829697
scene0086_01,4,Concerto decoder,1421,783,1318,59,0.04464491829276085
scene0086_01,4,Sonata linear,1388,8065,1219,124,0.029601389542222023
scene0086_01,4,Utonia,1451,1669,1306,61,0.038136981427669525
scene0086_01,4,PTv3_supervised,1355,2055,1255,87,0.04327290877699852
scene0086_01,8,Concerto decoder,1421,783,1311,85,0.0960041731595993
scene0086_01,8,Sonata linear,1388,8065,913,128,0.04868809133768082
scene0086_01,8,Utonia,1451,1669,1219,82,0.07112589478492737
scene0086_01,8,PTv3_supervised,1355,2055,1196,70,0.09051614254713058
scene0086_01,16,Concerto decoder,1421,783,1315,138,0.2014424353837967
scene0086_01,16,Sonata linear,1388,8065,956,388,0.08506453037261963
scene0086_01,16,Utonia,1451,1669,1127,95,0.1223151758313179
scene0086_01,16,PTv3_supervised,1355,2055,1175,100,0.17985454201698303
scene0655_01,4,Concerto decoder,324,325,282,16,0.011520757339894772
scene0655_01,4,Sonata linear,363,647,310,21,0.012016741558909416
scene0655_01,4,Utonia,272,976,233,19,0.010415669530630112
scene0655_01,4,PTv3_supervised,319,133,302,15,0.012260382995009422
scene0655_01,8,Concerto decoder,324,325,277,25,0.021858112886548042
scene0655_01,8,Sonata linear,363,647,302,28,0.02203214354813099
scene0655_01,8,Utonia,272,976,217,20,0.019473908469080925
scene0655_01,8,PTv3_supervised,319,133,297,17,0.02407699078321457
scene0655_01,16,Concerto decoder,324,325,279,39,0.05000739544630051
scene0655_01,16,Sonata linear,363,647,297,34,0.04690096899867058
scene0655_01,16,Utonia,272,976,222,40,0.045795880258083344
scene0655_01,16,PTv3_supervised,319,133,291,20,0.06199803203344345
scene0435_03,4,Concerto decoder,7078,5547,6761,170,0.07007426023483276
scene0435_03,4,Sonata linear,7141,5890,6755,146,0.06140651926398277
scene0435_03,4,Utonia,7430,7188,6961,249,0.06229903921484947
scene0435_03,4,PTv3_supervised,5683,2512,5442,146,0.058597370982170105
scene0435_03,8,Concerto decoder,7078,5547,6608,252,0.09811998903751373
scene0435_03,8,Sonata linear,7141,5890,6692,223,0.08967537432909012
scene0435_03,8,Utonia,7430,7188,6739,377,0.08839952945709229
scene0435_03,8,PTv3_supervised,5683,2512,5400,201,0.09358873218297958
scene0435_03,16,Concerto decoder,7078,5547,6557,470,0.1569061577320099
scene0435_03,16,Sonata linear,7141,5890,6497,255,0.1372707188129425
scene0435_03,16,Utonia,7430,7188,6565,505,0.13460460305213928
scene0435_03,16,PTv3_supervised,5683,2512,5314,249,0.15676884353160858
scene0678_00,4,Concerto decoder,3588,3509,3257,171,0.028895733878016472
scene0678_00,4,Sonata linear,4180,17955,3639,223,0.027102917432785034
scene0678_00,4,Utonia,6054,8519,5667,337,0.03747289627790451
scene0678_00,4,PTv3_supervised,2625,38407,2325,197,0.02355942688882351
scene0678_00,8,Concerto decoder,3588,3509,3092,194,0.047892674803733826
scene0678_00,8,Sonata linear,4180,17955,3264,240,0.035603467375040054
scene0678_00,8,Utonia,6054,8519,5394,360,0.050493791699409485
scene0678_00,8,PTv3_supervised,2625,38407,2168,232,0.04304671287536621
scene0678_00,16,Concerto decoder,3588,3509,3076,355,0.08272998034954071
scene0678_00,16,Sonata linear,4180,17955,3146,481,0.05540487915277481
scene0678_00,16,Utonia,6054,8519,5165,583,0.08505144715309143
scene0678_00,16,PTv3_supervised,2625,38407,2005,235,0.08635392040014267
scene0378_02,4,Concerto decoder,1965,2995,1734,86,0.03833362087607384
scene0378_02,4,Sonata linear,1693,9258,1413,103,0.03193780779838562
scene0378_02,4,Utonia,1784,4796,1498,153,0.033934950828552246
scene0378_02,4,PTv3_supervised,2025,4044,1841,135,0.044795457273721695
scene0378_02,8,Concerto decoder,1965,2995,1653,184,0.07944013923406601
scene0378_02,8,Sonata linear,1693,9258,1284,176,0.06608732789754868
scene0378_02,8,Utonia,1784,4796,1368,206,0.06220032647252083
scene0378_02,8,PTv3_supervised,2025,4044,1858,313,0.10492436587810516
scene0378_02,16,Concerto decoder,1965,2995,1510,244,0.12831240892410278
scene0378_02,16,Sonata linear,1693,9258,980,193,0.08285674452781677
scene0378_02,16,Utonia,1784,4796,1103,167,0.08149505406618118
scene0378_02,16,PTv3_supervised,2025,4044,1738,336,0.1885073333978653
scene0169_00,4,Concerto decoder,3041,4897,2725,182,0.032977394759655
scene0169_00,4,Sonata linear,1619,15444,1311,134,0.022110631689429283
scene0169_00,4,Utonia,2004,14052,1726,170,0.025405393913388252
scene0169_00,4,PTv3_supervised,1701,8583,1528,133,0.026551615446805954
scene0169_00,8,Concerto decoder,3041,4897,2611,269,0.05262191593647003
scene0169_00,8,Sonata linear,1619,15444,1181,179,0.040311217308044434
scene0169_00,8,Utonia,2004,14052,1559,178,0.04458845406770706
scene0169_00,8,PTv3_supervised,1701,8583,1501,190,0.05386241525411606
scene0169_00,16,Concerto decoder,3041,4897,2337,259,0.0964660719037056
scene0169_00,16,Sonata linear,1619,15444,1015,265,0.07550165802240372
scene0169_00,16,Utonia,2004,14052,1280,208,0.08989639580249786
scene0169_00,16,PTv3_supervised,1701,8583,1363,209,0.1197923868894577
scene0690_00,4,Concerto decoder,3757,4128,3681,27,0.06216229125857353
scene0690_00,4,Sonata linear,561,10648,505,35,0.01875840499997139
scene0690_00,4,Utonia,1501,3077,1421,38,0.03822467476129532
scene0690_00,4,PTv3_supervised,518,10847,457,29,0.015903353691101074
scene0690_00,8,Concerto decoder,3757,4128,3685,89,0.08829428255558014
scene0690_00,8,Sonata linear,561,10648,470,57,0.038378044962882996
scene0690_00,8,Utonia,1501,3077,1401,46,0.061336446553468704
scene0690_00,8,PTv3_supervised,518,10847,471,49,0.037929732352495193
scene0690_00,16,Concerto decoder,3757,4128,3691,150,0.14731837809085846
scene0690_00,16,Sonata linear,561,10648,447,65,0.07723980396986008
scene0690_00,16,Utonia,1501,3077,1364,111,0.0915740579366684
scene0690_00,16,PTv3_supervised,518,10847,472,61,0.0898633822798729
scene0695_00,4,Concerto decoder,926,2886,788,57,0.030998989939689636
scene0695_00,4,Sonata linear,1117,5555,937,98,0.03124898113310337
scene0695_00,4,Utonia,1272,3743,1083,70,0.03396628424525261
scene0695_00,4,PTv3_supervised,847,2097,749,55,0.03673793375492096
scene0695_00,8,Concerto decoder,926,2886,728,75,0.055498190224170685
scene0695_00,8,Sonata linear,1117,5555,879,203,0.05990022048354149
scene0695_00,8,Utonia,1272,3743,1005,153,0.06143277883529663
scene0695_00,8,PTv3_supervised,847,2097,720,91,0.07496494799852371
scene0695_00,16,Concerto decoder,926,2886,627,92,0.08836668729782104
scene0695_00,16,Sonata linear,1117,5555,723,199,0.09023618698120117
scene0695_00,16,Utonia,1272,3743,855,194,0.09066008776426315
scene0695_00,16,PTv3_supervised,847,2097,625,97,0.13160440325737
scene0231_02,4,Concerto decoder,8130,8247,7696,303,0.0709032490849495
scene0231_02,4,Sonata linear,6006,12432,5528,259,0.05421692878007889
scene0231_02,4,Utonia,8218,9111,7722,259,0.066274493932724
scene0231_02,4,PTv3_supervised,4815,7307,4460,248,0.05438542738556862
scene0231_02,8,Concerto decoder,8130,8247,7462,467,0.10699170082807541
scene0231_02,8,Sonata linear,6006,12432,5303,311,0.08702461421489716
scene0231_02,8,Utonia,8218,9111,7470,439,0.1020209938287735
scene0231_02,8,PTv3_supervised,4815,7307,4350,344,0.09200523048639297
scene0231_02,16,Concerto decoder,8130,8247,7085,691,0.18214210867881775
scene0231_02,16,Sonata linear,6006,12432,4962,519,0.14886362850666046
scene0231_02,16,Utonia,8218,9111,7112,664,0.17229485511779785
scene0231_02,16,PTv3_supervised,4815,7307,4264,599,0.1894172877073288
scene0221_01,4,Concerto decoder,1814,2730,1511,170,0.03939589485526085
scene0221_01,4,Sonata linear,1934,7777,1574,123,0.03177930414676666
scene0221_01,4,Utonia,2038,6219,1663,129,0.03557224199175835
scene0221_01,4,PTv3_supervised,2149,1807,1925,151,0.05080542340874672
scene0221_01,8,Concerto decoder,1814,2730,1388,198,0.07575129717588425
scene0221_01,8,Sonata linear,1934,7777,1389,178,0.05567328631877899
scene0221_01,8,Utonia,2038,6219,1470,165,0.055266350507736206
scene0221_01,8,PTv3_supervised,2149,1807,1890,182,0.10442867875099182
scene0221_01,16,Concerto decoder,1814,2730,1318,277,0.1455751657485962
scene0221_01,16,Sonata linear,1934,7777,1166,152,0.09021667391061783
scene0221_01,16,Utonia,2038,6219,1337,184,0.10296985507011414
scene0221_01,16,PTv3_supervised,2149,1807,1819,240,0.19344757497310638
scene0633_00,4,Concerto decoder,2398,1556,2251,102,0.0754208192229271
scene0633_00,4,Sonata linear,1061,6588,845,106,0.03814130648970604
scene0633_00,4,Utonia,3054,2283,2764,126,0.08195377141237259
scene0633_00,4,PTv3_supervised,1312,6761,1209,69,0.04495225474238396
scene0633_00,8,Concerto decoder,2398,1556,2137,117,0.1341339647769928
scene0633_00,8,Sonata linear,1061,6588,743,172,0.0707087591290474
scene0633_00,8,Utonia,3054,2283,2673,241,0.12500174343585968
scene0633_00,8,PTv3_supervised,1312,6761,1192,107,0.0906968042254448
scene0633_00,16,Concerto decoder,2398,1556,2122,308,0.26256898045539856
scene0633_00,16,Sonata linear,1061,6588,676,192,0.14807556569576263
scene0633_00,16,Utonia,3054,2283,2680,441,0.2146560400724411
scene0633_00,16,PTv3_supervised,1312,6761,1194,138,0.19053973257541656
scene0664_01,4,Concerto decoder,331,611,199,52,0.030804969370365143
scene0664_01,4,Sonata linear,237,1119,118,26,0.017902232706546783
scene0664_01,4,Utonia,249,1274,136,34,0.019518230110406876
scene0664_01,4,PTv3_supervised,361,285,265,49,0.039162710309028625
scene0664_01,8,Concerto decoder,331,611,135,30,0.06322593986988068
scene0664_01,8,Sonata linear,237,1119,83,11,0.029517220333218575
scene0664_01,8,Utonia,249,1274,114,35,0.03623371198773384
scene0664_01,8,PTv3_supervised,361,285,276,82,0.09049590677022934
scene0664_01,16,Concerto decoder,331,611,129,66,0.14973235130310059
scene0664_01,16,Sonata linear,237,1119,56,18,0.041031207889318466
scene0664_01,16,Utonia,249,1274,76,36,0.048126451671123505
scene0664_01,16,PTv3_supervised,361,285,289,111,0.253030002117157
scene0697_00,4,Concerto decoder,2295,4182,2146,50,0.05813360959291458
scene0697_00,4,Sonata linear,1430,7058,1282,72,0.04097815975546837
scene0697_00,4,Utonia,1496,4743,1348,82,0.04294954240322113
scene0697_00,4,PTv3_supervised,1193,5261,1116,48,0.03535196930170059
scene0697_00,8,Concerto decoder,2295,4182,2119,102,0.10456075519323349
scene0697_00,8,Sonata linear,1430,7058,1207,146,0.06943029165267944
scene0697_00,8,Utonia,1496,4743,1258,134,0.07863376289606094
scene0697_00,8,PTv3_supervised,1193,5261,1086,87,0.06759181618690491
scene0697_00,16,Concerto decoder,2295,4182,2073,124,0.17384707927703857
scene0697_00,16,Sonata linear,1430,7058,1075,151,0.12174943834543228
scene0697_00,16,Utonia,1496,4743,1113,137,0.13016657531261444
scene0697_00,16,PTv3_supervised,1193,5261,1067,128,0.12383157014846802
scene0050_02,4,Concerto decoder,3313,6349,3034,155,0.042534369975328445
scene0050_02,4,Sonata linear,2956,35422,2552,140,0.03208254650235176
scene0050_02,4,Utonia,3554,6834,3125,176,0.03976539522409439
scene0050_02,4,PTv3_supervised,3034,13905,2834,115,0.04155886545777321
scene0050_02,8,Concerto decoder,3313,6349,2949,190,0.07153287529945374
scene0050_02,8,Sonata linear,2956,35422,2389,176,0.04846615716814995
scene0050_02,8,Utonia,3554,6834,3051,238,0.06514059752225876
scene0050_02,8,PTv3_supervised,3034,13905,2794,191,0.0787370577454567
scene0050_02,16,Concerto decoder,3313,6349,2742,231,0.11635149270296097
scene0050_02,16,Sonata linear,2956,35422,2196,190,0.08312379568815231
scene0050_02,16,Utonia,3554,6834,2852,314,0.11701192706823349
scene0050_02,16,PTv3_supervised,3034,13905,2772,259,0.15089401602745056
scene0139_00,4,Concerto decoder,724,1513,623,46,0.02844262681901455
scene0139_00,4,Sonata linear,905,5839,721,50,0.024006951600313187
scene0139_00,4,Utonia,733,1210,597,52,0.026378680020570755
scene0139_00,4,PTv3_supervised,667,2557,593,44,0.029999637976288795
scene0139_00,8,Concerto decoder,724,1513,603,47,0.04424810782074928
scene0139_00,8,Sonata linear,905,5839,667,127,0.0374407060444355
scene0139_00,8,Utonia,733,1210,566,41,0.0471629798412323
scene0139_00,8,PTv3_supervised,667,2557,569,45,0.05203316733241081
scene0139_00,16,Concerto decoder,724,1513,567,49,0.08253973722457886
scene0139_00,16,Sonata linear,905,5839,672,201,0.04948039352893829
scene0139_00,16,Utonia,733,1210,546,48,0.08304667472839355
scene0139_00,16,PTv3_supervised,667,2557,573,65,0.10752435028553009
scene0342_00,4,Concerto decoder,88,417,76,8,0.005722356494516134
scene0342_00,4,Sonata linear,65,1966,37,7,0.002387955319136381
scene0342_00,4,Utonia,123,757,90,10,0.0045283786021173
scene0342_00,4,PTv3_supervised,89,229,69,14,0.0071638659574091434
scene0342_00,8,Concerto decoder,88,417,65,9,0.01045458484441042
scene0342_00,8,Sonata linear,65,1966,33,7,0.0039168293587863445
scene0342_00,8,Utonia,123,757,92,18,0.008299601264297962
scene0342_00,8,PTv3_supervised,89,229,72,22,0.017152508720755577
scene0342_00,16,Concerto decoder,88,417,65,17,0.025670520961284637
scene0342_00,16,Sonata linear,65,1966,17,2,0.003611054504290223
scene0342_00,16,Utonia,123,757,91,36,0.01581292413175106
scene0342_00,16,PTv3_supervised,89,229,64,17,0.03270334005355835
scene0697_01,4,Concerto decoder,1483,4684,1373,67,0.04367927089333534
scene0697_01,4,Sonata linear,1212,7829,1022,37,0.025986261665821075
scene0697_01,4,Utonia,2043,3268,1923,52,0.04798474907875061
scene0697_01,4,PTv3_supervised,805,8514,695,70,0.022853011265397072
scene0697_01,8,Concerto decoder,1483,4684,1239,136,0.0735875740647316
scene0697_01,8,Sonata linear,1212,7829,874,68,0.03868359699845314
scene0697_01,8,Utonia,2043,3268,1812,122,0.07593203336000443
scene0697_01,8,PTv3_supervised,805,8514,617,55,0.043361563235521317
scene0697_01,16,Concerto decoder,1483,4684,1207,211,0.12385105341672897
scene0697_01,16,Sonata linear,1212,7829,824,122,0.057373546063899994
scene0697_01,16,Utonia,2043,3268,1675,225,0.11618225276470184
scene0697_01,16,PTv3_supervised,805,8514,606,88,0.09432618319988251
scene0030_00,4,Concerto decoder,2889,3016,2700,89,0.03224201500415802
scene0030_00,4,Sonata linear,2619,5527,2349,103,0.0284580010920763
scene0030_00,4,Utonia,2321,5815,2034,122,0.024422723799943924
scene0030_00,4,PTv3_supervised,2930,6396,2750,123,0.039714567363262177
scene0030_00,8,Concerto decoder,2889,3016,2632,126,0.057383351027965546
scene0030_00,8,Sonata linear,2619,5527,2252,129,0.05125756934285164
scene0030_00,8,Utonia,2321,5815,1929,189,0.04571974277496338
scene0030_00,8,PTv3_supervised,2930,6396,2685,202,0.0811527892947197
scene0030_00,16,Concerto decoder,2889,3016,2552,140,0.1131133958697319
scene0030_00,16,Sonata linear,2619,5527,2127,264,0.09324857592582703
scene0030_00,16,Utonia,2321,5815,1816,240,0.09054499119520187
scene0030_00,16,PTv3_supervised,2930,6396,2613,335,0.1856880784034729
scene0647_01,4,Concerto decoder,1060,9555,942,126,0.02288644015789032
scene0647_01,4,Sonata linear,949,13306,823,104,0.018717460334300995
scene0647_01,4,Utonia,1270,9333,1114,130,0.02516583353281021
scene0647_01,4,PTv3_supervised,1140,3115,1043,71,0.025978486984968185
scene0647_01,8,Concerto decoder,1060,9555,894,157,0.04136605188250542
scene0647_01,8,Sonata linear,949,13306,805,142,0.03338486701250076
scene0647_01,8,Utonia,1270,9333,1101,246,0.044986654072999954
