region_size,target_expert_purity_point_weighted,points_in_regions_with_target_purity_ge_0p8,points
4,0.9103944661157389,0.8018331066863309,35881054
8,0.8722380619030868,0.7216944909143416,35881054
16,0.8304163807451141,0.6308826100816325,35881054
