variant,mIoU,delta_mIoU,weak_mean_iou,delta_weak_mean_iou,picture_iou,delta_picture_iou,picture_to_wall,delta_picture_to_wall
phrd_s4_pred_agreement_thr0p8_a0p1,0.40910487436484005,5.2913738558424406e-05,0.29010420538047793,0.0003729852987630067,0.6315199102635652,0.002948481692171878,0.02538370720188902,-0.0005903187721369545
phrd_s8_region_conf_thr0p9_a0p25,0.4091017226006195,4.976197433786966e-05,0.289000265225342,-0.0007309548563729229,0.631608548931348,0.003037120359954626,0.025974025974025976,0.0
phrd_s4_mean_top_gap_thr0p6_a0p1,0.40910087920892363,4.891858264199911e-05,0.2900035610163258,0.0002723409346108707,0.6302521008403008,0.001680672268907446,0.02538370720188902,-0.0005903187721369545
phrd_s4_pred_agreement_thr0p7_a0p1,0.4091008513696391,4.88907433574548e-05,0.28998080462869774,0.0002495845469828173,0.6311659192824758,0.00259449071108242,0.02538370720188902,-0.0005903187721369545
phrd_s8_pred_agreement_thr0p95_a0p5,0.40909076730659616,3.8806680314529274e-05,0.2898766701779891,0.00014545009627420225,0.6296296296295942,0.0010582010582008694,0.025974025974025976,0.0
phrd_s4_region_entropy_score_thr0p7_a0p1,0.4090881847476016,3.6224121319983205e-05,0.29007618772166127,0.0003449676399463475,0.6321388577827194,0.003567429211326023,0.02538370720188902,-0.0005903187721369545
phrd_s4_region_conf_thr0p95_a0p5,0.4090874930856945,3.5532459412845885e-05,0.28975740241700104,2.6182335286117908e-05,0.6285714285713934,0.0,0.02538370720188902,-0.0005903187721369545
phrd_s4_region_conf_thr0p95_a0p1,0.4090831038098295,3.1143183547854836e-05,0.28976886086317244,3.764078145751526e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_mean_top_gap_thr0p7_a0p1,0.40908002103741437,2.8060411132735386e-05,0.2898347028780049,0.00010348279628996648,0.6291316526610292,0.0005602240896358524,0.02538370720188902,-0.0005903187721369545
phrd_s4_region_entropy_score_thr0p8_a0p1,0.4090759266443252,2.3966018043553028e-05,0.28979110093140464,5.988084968971963e-05,0.6291316526610292,0.0005602240896358524,0.02538370720188902,-0.0005903187721369545
phrd_s4_mean_top_gap_thr0p8_a0p25,0.40907490838478877,2.294775850714137e-05,0.2897436713367102,1.2451254995271555e-05,0.6285714285713934,0.0,0.02538370720188902,-0.0005903187721369545
