domain,model,task,metric,stress_type,severity,condition,clean_score,stress_score,raw_damage,null_score,B_down,observed_keep_frac,source
scene,PTv3,ScanNet200,mIoU,feature_zero,1.0,feature_zero1p0,0.34200226000439876,0.0018621994009449228,0.34014006060345386,0.0018621994009449228,1.0,1.0,tools/concerto_projection_shortcut/results_support_severity_ptv3_scannet200.csv
scene,PTv3,S3DIS Area-5,mIoU,clean,1.0,clean_voxel,0.7112280636359818,0.7112280636359818,0.0,0.11467390851758083,0.0,1.0,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,random_keep,0.8,random_keep0p8,0.7112280636359818,0.7013441836263367,0.00988388000964513,0.11467390851758083,0.016568286256732935,0.7998404476572486,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,random_keep,0.5,random_keep0p5,0.7112280636359818,0.6462674428371341,0.06496062079884768,0.11467390851758083,0.10889308244941255,0.5000316987142843,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,random_keep,0.2,random_keep0p2,0.7112280636359818,0.4450849776617226,0.2661430859742592,0.11467390851758083,0.44613399083849564,0.19989529339706197,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,random_keep,0.1,random_keep0p1,0.7112280636359818,0.20562604934956127,0.5056020142864205,0.11467390851758083,0.847537495042795,0.10001092612305108,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,fixed_budget,16000,fixed_points_16000,0.7112280636359818,0.060011733548778964,0.6512163300872028,0.11467390851758083,1.0916298621002025,0.07008266724262606,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,fixed_budget,8000,fixed_points_8000,0.7112280636359818,0.006575457521231239,0.7046526061147506,0.11467390851758083,1.1812047574706688,0.03504133362131303,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,fixed_budget,4000,fixed_points_4000,0.7112280636359818,0.000564523450527133,0.7106635401854546,0.11467390851758083,1.191280848667303,0.017520666810656515,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,structured_keep,0.8,structured_b64_keep0p8,0.7112280636359818,0.6374198024406577,0.07380826119532413,0.11467390851758083,0.12372432672214823,0.7957858986714307,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,structured_keep,0.5,structured_b64_keep0p5,0.7112280636359818,0.4895052603684989,0.2217228032674829,0.11467390851758083,0.3716725486950577,0.5023828284705386,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,structured_keep,0.2,structured_b64_keep0p2,0.7112280636359818,0.26264841556319685,0.44857964807278494,0.11467390851758083,0.7519512591170423,0.18321624294142513,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,structured_keep,0.1,structured_b64_keep0p1,0.7112280636359818,0.21408893951651356,0.49713912411946826,0.11467390851758083,0.8333512051739858,0.10315464453443009,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,object_style_keep,0.5,masked_model_keep0p5,0.7112280636359818,0.2647357020956783,0.4464923615403035,0.11467390851758083,0.7484523537543478,0.4893769166181338,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,object_style_keep,0.2,masked_model_keep0p2,0.7112280636359818,0.12106652946176137,0.5901615341742205,0.11467390851758083,0.9892840894840274,0.21594392410038082,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,object_style_keep,0.1,masked_model_keep0p1,0.7112280636359818,0.07443185705719889,0.6367962065787829,0.11467390851758083,1.0674574992313899,0.11134734015657852,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
scene,PTv3,S3DIS Area-5,mIoU,feature_zero,1.0,feature_zero1p0,0.7112280636359818,0.11467390851758083,0.5965541551184009,0.11467390851758083,1.0,1.0,tools/concerto_projection_shortcut/results_support_severity_ptv3_s3dis.csv
object,PointGPT-S official,ScanObjectNN obj_bg,accuracy,clean,1.0,clean,0.9104991394148021,0.9104991394148021,0.0,0.09294320137693632,0.0,,3D-NEPA/results/ptgpt_stress_official_objbg_severity.json
object,PointGPT-S official,ScanObjectNN obj_bg,accuracy,random_keep,0.8,random_keep80,0.9104991394148021,0.9139414802065404,-0.0034423407917383297,0.09294320137693632,-0.004210526315789409,,3D-NEPA/results/ptgpt_stress_official_objbg_severity.json
object,PointGPT-S official,ScanObjectNN obj_bg,accuracy,random_keep,0.5,random_keep50,0.9104991394148021,0.8812392426850258,0.029259896729776247,0.09294320137693632,0.035789473684210524,,3D-NEPA/results/ptgpt_stress_official_objbg_severity.json
object,PointGPT-S official,ScanObjectNN obj_bg,accuracy,random_keep,0.2,random_keep20,0.9104991394148021,0.43373493975903615,0.47676419965576594,0.09294320137693632,0.5831578947368421,,3D-NEPA/results/ptgpt_stress_official_objbg_severity.json
object,PointGPT-S official,ScanObjectNN obj_bg,accuracy,random_keep,0.1,random_keep10,0.9104991394148021,0.26161790017211706,0.648881239242685,0.09294320137693632,0.7936842105263158,,3D-NEPA/results/ptgpt_stress_official_objbg_severity.json
object,PointGPT-S official,ScanObjectNN obj_bg,accuracy,structured_keep,0.8,structured_keep80,0.9104991394148021,0.8881239242685026,0.022375215146299476,0.09294320137693632,0.02736842105263157,,3D-NEPA/results/ptgpt_stress_official_objbg_severity.json
object,PointGPT-S official,ScanObjectNN obj_bg,accuracy,structured_keep,0.5,structured_keep50,0.9104991394148021,0.7452667814113597,0.16523235800344238,0.09294320137693632,0.2021052631578948,,3D-NEPA/results/ptgpt_stress_official_objbg_severity.json
object,PointGPT-S official,ScanObjectNN obj_bg,accuracy,structured_keep,0.2,structured_keep20,0.9104991394148021,0.2099827882960413,0.7005163511187608,0.09294320137693632,0.8568421052631578,,3D-NEPA/results/ptgpt_stress_official_objbg_severity.json
object,PointGPT-S official,ScanObjectNN obj_bg,accuracy,structured_keep,0.1,structured_keep10,0.9104991394148021,0.12392426850258176,0.7865748709122203,0.09294320137693632,0.9621052631578948,,3D-NEPA/results/ptgpt_stress_official_objbg_severity.json
object,PointGPT-S official,ScanObjectNN obj_bg,accuracy,xyz_zero,1.0,xyz_zero,0.9104991394148021,0.09294320137693632,0.8175559380378657,0.09294320137693632,1.0,,3D-NEPA/results/ptgpt_stress_official_objbg_severity.json
object,PointGPT-S no-mask,ScanObjectNN obj_bg,accuracy,clean,1.0,clean,0.891566265060241,0.891566265060241,0.0,0.09294320137693632,0.0,,3D-NEPA/results/ptgpt_stress_nomask_objbg_severity.json
object,PointGPT-S no-mask,ScanObjectNN obj_bg,accuracy,random_keep,0.8,random_keep80,0.891566265060241,0.8726333907056799,0.018932874354561036,0.09294320137693632,0.023706896551724057,,3D-NEPA/results/ptgpt_stress_nomask_objbg_severity.json
object,PointGPT-S no-mask,ScanObjectNN obj_bg,accuracy,random_keep,0.5,random_keep50,0.891566265060241,0.8726333907056799,0.018932874354561036,0.09294320137693632,0.023706896551724057,,3D-NEPA/results/ptgpt_stress_nomask_objbg_severity.json
object,PointGPT-S no-mask,ScanObjectNN obj_bg,accuracy,random_keep,0.2,random_keep20,0.891566265060241,0.5111876075731497,0.3803786574870912,0.09294320137693632,0.47629310344827586,,3D-NEPA/results/ptgpt_stress_nomask_objbg_severity.json
object,PointGPT-S no-mask,ScanObjectNN obj_bg,accuracy,random_keep,0.1,random_keep10,0.891566265060241,0.23924268502581755,0.6523235800344234,0.09294320137693632,0.8168103448275862,,3D-NEPA/results/ptgpt_stress_nomask_objbg_severity.json
object,PointGPT-S no-mask,ScanObjectNN obj_bg,accuracy,structured_keep,0.8,structured_keep80,0.891566265060241,0.8605851979345955,0.030981067125645412,0.09294320137693632,0.03879310344827583,,3D-NEPA/results/ptgpt_stress_nomask_objbg_severity.json
object,PointGPT-S no-mask,ScanObjectNN obj_bg,accuracy,structured_keep,0.5,structured_keep50,0.891566265060241,0.693631669535284,0.19793459552495696,0.09294320137693632,0.2478448275862069,,3D-NEPA/results/ptgpt_stress_nomask_objbg_severity.json
object,PointGPT-S no-mask,ScanObjectNN obj_bg,accuracy,structured_keep,0.2,structured_keep20,0.891566265060241,0.2306368330464716,0.6609294320137693,0.09294320137693632,0.8275862068965517,,3D-NEPA/results/ptgpt_stress_nomask_objbg_severity.json
object,PointGPT-S no-mask,ScanObjectNN obj_bg,accuracy,structured_keep,0.1,structured_keep10,0.891566265060241,0.12048192771084337,0.7710843373493976,0.09294320137693632,0.9655172413793105,,3D-NEPA/results/ptgpt_stress_nomask_objbg_severity.json
object,PointGPT-S no-mask,ScanObjectNN obj_bg,accuracy,xyz_zero,1.0,xyz_zero,0.891566265060241,0.09294320137693632,0.7986230636833046,0.09294320137693632,1.0,,3D-NEPA/results/ptgpt_stress_nomask_objbg_severity.json
object,PointGPT-S no-mask order-random,ScanObjectNN obj_bg,accuracy,clean,1.0,clean,0.8743545611015491,0.8743545611015491,0.0,0.07228915662650602,0.0,,3D-NEPA/results/ptgpt_stress_nomask_ordrand_objbg_severity.json
object,PointGPT-S no-mask order-random,ScanObjectNN obj_bg,accuracy,random_keep,0.8,random_keep80,0.8743545611015491,0.8881239242685026,-0.013769363166953541,0.07228915662650602,-0.01716738197424894,,3D-NEPA/results/ptgpt_stress_nomask_ordrand_objbg_severity.json
object,PointGPT-S no-mask order-random,ScanObjectNN obj_bg,accuracy,random_keep,0.5,random_keep50,0.8743545611015491,0.8640275387263339,0.010327022375215211,0.07228915662650602,0.012875536480686777,,3D-NEPA/results/ptgpt_stress_nomask_ordrand_objbg_severity.json
object,PointGPT-S no-mask order-random,ScanObjectNN obj_bg,accuracy,random_keep,0.2,random_keep20,0.8743545611015491,0.423407917383821,0.4509466437177281,0.07228915662650602,0.5622317596566524,,3D-NEPA/results/ptgpt_stress_nomask_ordrand_objbg_severity.json
object,PointGPT-S no-mask order-random,ScanObjectNN obj_bg,accuracy,random_keep,0.1,random_keep10,0.8743545611015491,0.19965576592082615,0.674698795180723,0.07228915662650602,0.8412017167381974,,3D-NEPA/results/ptgpt_stress_nomask_ordrand_objbg_severity.json
object,PointGPT-S no-mask order-random,ScanObjectNN obj_bg,accuracy,structured_keep,0.8,structured_keep80,0.8743545611015491,0.8537005163511188,0.02065404475043031,0.07228915662650602,0.025751072961373415,,3D-NEPA/results/ptgpt_stress_nomask_ordrand_objbg_severity.json
object,PointGPT-S no-mask order-random,ScanObjectNN obj_bg,accuracy,structured_keep,0.5,structured_keep50,0.8743545611015491,0.6781411359724613,0.1962134251290878,0.07228915662650602,0.2446351931330472,,3D-NEPA/results/ptgpt_stress_nomask_ordrand_objbg_severity.json
object,PointGPT-S no-mask order-random,ScanObjectNN obj_bg,accuracy,structured_keep,0.2,structured_keep20,0.8743545611015491,0.21514629948364888,0.6592082616179002,0.07228915662650602,0.8218884120171674,,3D-NEPA/results/ptgpt_stress_nomask_ordrand_objbg_severity.json
object,PointGPT-S no-mask order-random,ScanObjectNN obj_bg,accuracy,structured_keep,0.1,structured_keep10,0.8743545611015491,0.1686746987951807,0.7056798623063684,0.07228915662650602,0.8798283261802575,,3D-NEPA/results/ptgpt_stress_nomask_ordrand_objbg_severity.json
object,PointGPT-S no-mask order-random,ScanObjectNN obj_bg,accuracy,xyz_zero,1.0,xyz_zero,0.8743545611015491,0.07228915662650602,0.802065404475043,0.07228915662650602,1.0,,3D-NEPA/results/ptgpt_stress_nomask_ordrand_objbg_severity.json
object,PointGPT-S mask-on order-random,ScanObjectNN obj_bg,accuracy,clean,1.0,clean,0.8846815834767642,0.8846815834767642,0.0,0.07228915662650602,0.0,,3D-NEPA/results/ptgpt_stress_masked_ordrand_objbg_severity.json
object,PointGPT-S mask-on order-random,ScanObjectNN obj_bg,accuracy,random_keep,0.8,random_keep80,0.8846815834767642,0.8743545611015491,0.0103270223752151,0.07228915662650602,0.012711864406779605,,3D-NEPA/results/ptgpt_stress_masked_ordrand_objbg_severity.json
object,PointGPT-S mask-on order-random,ScanObjectNN obj_bg,accuracy,random_keep,0.5,random_keep50,0.8846815834767642,0.8588640275387264,0.025817555938037806,0.07228915662650602,0.03177966101694908,,3D-NEPA/results/ptgpt_stress_masked_ordrand_objbg_severity.json
object,PointGPT-S mask-on order-random,ScanObjectNN obj_bg,accuracy,random_keep,0.2,random_keep20,0.8846815834767642,0.5800344234079173,0.30464716006884685,0.07228915662650602,0.37500000000000006,,3D-NEPA/results/ptgpt_stress_masked_ordrand_objbg_severity.json
object,PointGPT-S mask-on order-random,ScanObjectNN obj_bg,accuracy,random_keep,0.1,random_keep10,0.8846815834767642,0.2719449225473322,0.612736660929432,0.07228915662650602,0.7542372881355932,,3D-NEPA/results/ptgpt_stress_masked_ordrand_objbg_severity.json
object,PointGPT-S mask-on order-random,ScanObjectNN obj_bg,accuracy,structured_keep,0.8,structured_keep80,0.8846815834767642,0.8537005163511188,0.030981067125645412,0.07228915662650602,0.03813559322033895,,3D-NEPA/results/ptgpt_stress_masked_ordrand_objbg_severity.json
object,PointGPT-S mask-on order-random,ScanObjectNN obj_bg,accuracy,structured_keep,0.5,structured_keep50,0.8846815834767642,0.7005163511187608,0.18416523235800342,0.07228915662650602,0.22669491525423727,,3D-NEPA/results/ptgpt_stress_masked_ordrand_objbg_severity.json
object,PointGPT-S mask-on order-random,ScanObjectNN obj_bg,accuracy,structured_keep,0.2,structured_keep20,0.8846815834767642,0.2512908777969019,0.6333907056798622,0.07228915662650602,0.7796610169491525,,3D-NEPA/results/ptgpt_stress_masked_ordrand_objbg_severity.json
object,PointGPT-S mask-on order-random,ScanObjectNN obj_bg,accuracy,structured_keep,0.1,structured_keep10,0.8846815834767642,0.16523235800344235,0.7194492254733218,0.07228915662650602,0.885593220338983,,3D-NEPA/results/ptgpt_stress_masked_ordrand_objbg_severity.json
object,PointGPT-S mask-on order-random,ScanObjectNN obj_bg,accuracy,xyz_zero,1.0,xyz_zero,0.8846815834767642,0.07228915662650602,0.8123924268502581,0.07228915662650602,1.0,,3D-NEPA/results/ptgpt_stress_masked_ordrand_objbg_severity.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,clean,1.0,clean,0.8335479052878281,0.8335479052878281,0.0,0.258841087507686,0.0,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,random_keep,0.8,random_keep80,0.8335479052878281,0.822614468270096,0.010933437017732084,0.258841087507686,0.01902437326211561,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,random_keep,0.5,random_keep50,0.8335479052878281,0.8183852841291166,0.015162621158711476,0.258841087507686,0.02638322826459323,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,random_keep,0.2,random_keep20,0.8335479052878281,0.6928881886820724,0.1406597166057557,0.258841087507686,0.24475038794400733,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,random_keep,0.1,random_keep10,0.8335479052878281,0.544333866947482,0.2892140383403461,0.258841087507686,0.5032375280625031,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,structured_keep,0.8,structured_keep80,0.8335479052878281,0.8200428128146202,0.013505092473207858,0.258841087507686,0.023499099115219337,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,structured_keep,0.5,structured_keep50,0.8335479052878281,0.76736506749269,0.06618283779513812,0.258841087507686,0.11515930514062006,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,structured_keep,0.2,structured_keep20,0.8335479052878281,0.6453668774695005,0.18818102781832757,0.258841087507686,0.32743830766649695,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,structured_keep,0.1,structured_keep10,0.8335479052878281,0.6093244624208003,0.22422344286702778,0.258841087507686,0.3901527455914155,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,part_drop_largest,largest,part_drop_largest,0.8335479052878281,0.4843523619576454,0.34919554333018266,0.258841087507686,0.6076064047386501,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,part_keep_per_part,0.8,part_keep80_per_part,0.8335479052878281,0.8254806264253306,0.008067278862497473,0.258841087507686,0.014037207516796267,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,part_keep_per_part,0.5,part_keep50_per_part,0.8335479052878281,0.8166391479331859,0.016908757354642145,0.258841087507686,0.029421536045028618,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,part_keep_per_part,0.2,part_keep20_per_part,0.8335479052878281,0.6927439051744504,0.14080400011337768,0.258841087507686,0.2450014437922384,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,part_keep_per_part,0.1,part_keep10_per_part,0.8335479052878281,0.5384803050334689,0.2950676002543592,0.258841087507686,0.5134228290419189,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S official,ShapeNetPart,class_avg_iou,xyz_zero,1.0,xyz_zero,0.8335479052878281,0.258841087507686,0.5747068177801421,0.258841087507686,1.0,,3D-NEPA/results/ptgpt_shapenetpart_official_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,clean,1.0,clean,0.8287059057878794,0.8287059057878794,0.0,0.23265808850783337,0.0,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,random_keep,0.8,random_keep80,0.8287059057878794,0.820398075108,0.008307830679879391,0.23265808850783337,0.013938194955214565,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,random_keep,0.5,random_keep50,0.8287059057878794,0.8131204494155109,0.015585456372368522,0.23265808850783337,0.026147996721957424,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,random_keep,0.2,random_keep20,0.8287059057878794,0.7016278901611712,0.12707801562670817,0.23265808850783337,0.2132010418335314,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,random_keep,0.1,random_keep10,0.8287059057878794,0.551769718122797,0.27693618766508243,0.23265808850783337,0.4646207563158766,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,structured_keep,0.8,structured_keep80,0.8287059057878794,0.8125804499673159,0.01612545582056346,0.23265808850783337,0.027053963378557436,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,structured_keep,0.5,structured_keep50,0.8287059057878794,0.7673099250774367,0.06139598071044272,0.23265808850783337,0.10300512631790502,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,structured_keep,0.2,structured_keep20,0.8287059057878794,0.6545637665866963,0.17414213920118304,0.23265808850783337,0.2921613571136767,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,structured_keep,0.1,structured_keep10,0.8287059057878794,0.6470947678784553,0.18161113790942407,0.23265808850783337,0.30469222878488655,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,part_drop_largest,largest,part_drop_largest,0.8287059057878794,0.47107478761333405,0.35763111817454535,0.23265808850783337,0.6000040731740766,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,part_keep_per_part,0.8,part_keep80_per_part,0.8287059057878794,0.821881880012518,0.006824025775361342,0.23265808850783337,0.011448789136585586,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,part_keep_per_part,0.5,part_keep50_per_part,0.8287059057878794,0.8110371176948303,0.01766878809304906,0.23265808850783337,0.02964323931874678,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,part_keep_per_part,0.2,part_keep20_per_part,0.8287059057878794,0.699161183565528,0.12954472222235136,0.23265808850783337,0.21733947926108468,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,part_keep_per_part,0.1,part_keep10_per_part,0.8287059057878794,0.5543061981665534,0.27439970762132604,0.23265808850783337,0.4603652587362845,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
object,PointGPT-S no-mask,ShapeNetPart,class_avg_iou,xyz_zero,1.0,xyz_zero,0.8287059057878794,0.23265808850783337,0.5960478172800461,0.23265808850783337,1.0,,3D-NEPA/results/ptgpt_shapenetpart_nomask_support_stress.json
