scene,region_size,expert,desired_B_points,danger_A_points,desired_in_defer_region,danger_in_defer_region,defer_point_frac
scene0435_01,8,Concerto decoder,11394,3113,10762,398,0.1517227590084076
scene0435_01,8,Sonata linear,9992,8352,8944,358,0.09971346706151962
scene0435_01,8,Utonia,14375,9375,13434,558,0.1239517331123352
scene0435_01,8,PTv3_supervised,14660,5251,14190,265,0.14839977025985718
scene0435_01,16,Concerto decoder,11394,3113,10561,518,0.21705259382724762
scene0435_01,16,Sonata linear,9992,8352,8671,411,0.13149401545524597
scene0435_01,16,Utonia,14375,9375,13023,625,0.1560564637184143
scene0435_01,16,PTv3_supervised,14660,5251,14130,426,0.22014674544334412
scene0665_01,4,Concerto decoder,1554,5791,1216,152,0.0267928596585989
scene0665_01,4,Sonata linear,1926,7715,1451,193,0.025783024728298187
scene0665_01,4,Utonia,1745,6796,1331,146,0.024622788652777672
scene0665_01,4,PTv3_supervised,4850,6377,4688,153,0.05490173026919365
scene0665_01,8,Concerto decoder,1554,5791,1133,218,0.054493498057127
scene0665_01,8,Sonata linear,1926,7715,1220,299,0.040909066796302795
scene0665_01,8,Utonia,1745,6796,1289,304,0.04703790694475174
scene0665_01,8,PTv3_supervised,4850,6377,4635,224,0.09616531431674957
scene0665_01,16,Concerto decoder,1554,5791,1106,307,0.11200038343667984
scene0665_01,16,Sonata linear,1926,7715,1213,527,0.08212430775165558
scene0665_01,16,Utonia,1745,6796,1098,313,0.0775478184223175
scene0665_01,16,PTv3_supervised,4850,6377,4584,275,0.16878212988376617
scene0277_02,4,Concerto decoder,623,971,465,60,0.025954289361834526
scene0277_02,4,Sonata linear,719,2701,496,72,0.026987148448824883
scene0277_02,4,Utonia,563,2180,355,70,0.02462632581591606
scene0277_02,4,PTv3_supervised,396,620,269,54,0.03066117689013481
scene0277_02,8,Concerto decoder,623,971,456,100,0.062310948967933655
scene0277_02,8,Sonata linear,719,2701,440,82,0.04749679192900658
scene0277_02,8,Utonia,563,2180,288,63,0.046139318495988846
scene0277_02,8,PTv3_supervised,396,620,272,111,0.08205332607030869
scene0277_02,16,Concerto decoder,623,971,395,109,0.08974075317382812
scene0277_02,16,Sonata linear,719,2701,328,63,0.08850131928920746
scene0277_02,16,Utonia,563,2180,230,66,0.07579714804887772
scene0277_02,16,PTv3_supervised,396,620,268,144,0.14702020585536957
scene0474_02,4,Concerto decoder,7305,7290,7068,113,0.0815703347325325
scene0474_02,4,Sonata linear,6513,7492,6172,143,0.0688687264919281
scene0474_02,4,Utonia,8517,5322,8257,108,0.08374393731355667
scene0474_02,4,PTv3_supervised,6365,3809,6239,80,0.07579626888036728
scene0474_02,8,Concerto decoder,7305,7290,6913,149,0.12020856142044067
scene0474_02,8,Sonata linear,6513,7492,5966,153,0.09550543129444122
scene0474_02,8,Utonia,8517,5322,8095,107,0.11079403758049011
scene0474_02,8,PTv3_supervised,6365,3809,6224,126,0.12290890514850616
scene0474_02,16,Concerto decoder,7305,7290,6865,231,0.2105933427810669
scene0474_02,16,Sonata linear,6513,7492,5828,249,0.1588667929172516
scene0474_02,16,Utonia,8517,5322,8006,151,0.18884392082691193
scene0474_02,16,PTv3_supervised,6365,3809,6172,141,0.22997578978538513
scene0432_00,4,Concerto decoder,95,769,70,7,0.0188197772949934
scene0432_00,4,Sonata linear,173,128,147,11,0.02606060542166233
scene0432_00,4,Utonia,216,1439,159,17,0.01470494456589222
scene0432_00,4,PTv3_supervised,103,95,86,6,0.017288675531744957
scene0432_00,8,Concerto decoder,95,769,66,10,0.05084529519081116
scene0432_00,8,Sonata linear,173,128,147,14,0.06006379425525665
scene0432_00,8,Utonia,216,1439,145,29,0.026570972055196762
scene0432_00,8,PTv3_supervised,103,95,82,7,0.039202552288770676
scene0432_00,16,Concerto decoder,95,769,57,8,0.09547049552202225
scene0432_00,16,Sonata linear,173,128,144,19,0.15770335495471954
scene0432_00,16,Utonia,216,1439,164,76,0.04424242302775383
scene0432_00,16,PTv3_supervised,103,95,79,8,0.10111642628908157
scene0606_00,4,Concerto decoder,7899,5707,7747,144,0.11250882595777512
scene0606_00,4,Sonata linear,1636,12172,1500,58,0.03506407514214516
scene0606_00,4,Utonia,6342,8171,6106,103,0.09121152013540268
scene0606_00,4,PTv3_supervised,1647,10750,1532,55,0.042787156999111176
scene0606_00,8,Concerto decoder,7899,5707,7727,263,0.14627858996391296
scene0606_00,8,Sonata linear,1636,12172,1448,117,0.06267248839139938
scene0606_00,8,Utonia,6342,8171,5983,176,0.11448772996664047
scene0606_00,8,PTv3_supervised,1647,10750,1459,92,0.07344415038824081
scene0606_00,16,Concerto decoder,7899,5707,7483,378,0.19368675351142883
scene0606_00,16,Sonata linear,1636,12172,1295,154,0.09038786590099335
scene0606_00,16,Utonia,6342,8171,5735,197,0.14265237748622894
scene0606_00,16,PTv3_supervised,1647,10750,1321,114,0.12917442619800568
scene0652_00,4,Concerto decoder,4420,8908,4342,62,0.07884924858808517
scene0652_00,4,Sonata linear,4452,8324,4337,79,0.07684154063463211
scene0652_00,4,Utonia,4322,11650,4186,79,0.0738985687494278
scene0652_00,4,PTv3_supervised,1976,1395,1904,70,0.05109051987528801
scene0652_00,8,Concerto decoder,4420,8908,4162,101,0.1056976467370987
scene0652_00,8,Sonata linear,4452,8324,4151,111,0.10842862725257874
scene0652_00,8,Utonia,4322,11650,3994,175,0.0959334596991539
scene0652_00,8,PTv3_supervised,1976,1395,1896,115,0.09092042595148087
scene0652_00,16,Concerto decoder,4420,8908,4199,331,0.1540197730064392
scene0652_00,16,Sonata linear,4452,8324,4219,361,0.1938372105360031
scene0652_00,16,Utonia,4322,11650,3995,298,0.14258457720279694
scene0652_00,16,PTv3_supervised,1976,1395,1846,210,0.16859747469425201
scene0591_00,4,Concerto decoder,983,5155,823,160,0.03439789637923241
scene0591_00,4,Sonata linear,978,7813,747,165,0.02771967090666294
scene0591_00,4,Utonia,1338,5940,1143,144,0.034084681421518326
scene0591_00,4,PTv3_supervised,1243,1195,1127,89,0.044991329312324524
scene0591_00,8,Concerto decoder,983,5155,776,189,0.06726326793432236
scene0591_00,8,Sonata linear,978,7813,668,183,0.04551708698272705
scene0591_00,8,Utonia,1338,5940,1105,184,0.06135689839720726
scene0591_00,8,PTv3_supervised,1243,1195,1100,124,0.0942893922328949
scene0591_00,16,Concerto decoder,983,5155,658,217,0.13707701861858368
scene0591_00,16,Sonata linear,978,7813,480,168,0.07715196907520294
scene0591_00,16,Utonia,1338,5940,950,161,0.12134906649589539
scene0591_00,16,PTv3_supervised,1243,1195,1066,162,0.19511158764362335
scene0100_02,4,Concerto decoder,555,981,489,47,0.04609732702374458
scene0100_02,4,Sonata linear,434,1316,345,46,0.03286001831293106
scene0100_02,4,Utonia,483,1490,383,45,0.04055748134851456
scene0100_02,4,PTv3_supervised,489,330,426,22,0.0436481311917305
scene0100_02,8,Concerto decoder,555,981,480,58,0.0917864516377449
scene0100_02,8,Sonata linear,434,1316,315,49,0.05700207129120827
scene0100_02,8,Utonia,483,1490,328,42,0.06706126034259796
scene0100_02,8,PTv3_supervised,489,330,422,49,0.09834679216146469
scene0100_02,16,Concerto decoder,555,981,465,90,0.19062891602516174
scene0100_02,16,Sonata linear,434,1316,290,51,0.1222555935382843
scene0100_02,16,Utonia,483,1490,281,44,0.13476397097110748
scene0100_02,16,PTv3_supervised,489,330,407,63,0.23608478903770447
scene0647_00,4,Concerto decoder,10807,2983,10596,161,0.09028071910142899
scene0647_00,4,Sonata linear,1350,14907,1075,156,0.020834483206272125
scene0647_00,4,Utonia,13499,3220,13139,336,0.10468146950006485
scene0647_00,4,PTv3_supervised,1361,6007,1116,99,0.025219721719622612
scene0647_00,8,Concerto decoder,10807,2983,10457,179,0.11983661353588104
scene0647_00,8,Sonata linear,1350,14907,918,129,0.03250596299767494
scene0647_00,8,Utonia,13499,3220,13100,638,0.12806737422943115
scene0647_00,8,PTv3_supervised,1361,6007,1067,111,0.051580220460891724
scene0647_00,16,Concerto decoder,10807,2983,10408,411,0.17971505224704742
scene0647_00,16,Sonata linear,1350,14907,868,309,0.06450287252664566
scene0647_00,16,Utonia,13499,3220,13076,960,0.16962593793869019
scene0647_00,16,PTv3_supervised,1361,6007,1048,306,0.09608885645866394
scene0203_00,4,Concerto decoder,3388,6220,3213,60,0.05108209699392319
scene0203_00,4,Sonata linear,1726,23076,1475,83,0.024436105042696
scene0203_00,4,Utonia,3466,10945,3209,121,0.049014538526535034
scene0203_00,4,PTv3_supervised,1647,15141,1520,85,0.02900570072233677
scene0203_00,8,Concerto decoder,3388,6220,3156,112,0.08153358846902847
scene0203_00,8,Sonata linear,1726,23076,1416,193,0.03442928567528725
scene0203_00,8,Utonia,3466,10945,3145,272,0.07132316380739212
scene0203_00,8,PTv3_supervised,1647,15141,1499,134,0.05311219394207001
scene0203_00,16,Concerto decoder,3388,6220,3089,107,0.12844312191009521
scene0203_00,16,Sonata linear,1726,23076,1150,220,0.059127580374479294
scene0203_00,16,Utonia,3466,10945,2954,436,0.11156557500362396
scene0203_00,16,PTv3_supervised,1647,15141,1309,135,0.10311556607484818
scene0474_03,4,Concerto decoder,3849,5848,3522,153,0.05471568927168846
scene0474_03,4,Sonata linear,4656,10009,4266,157,0.05880090221762657
scene0474_03,4,Utonia,5342,6291,5002,186,0.06683284789323807
scene0474_03,4,PTv3_supervised,5368,3704,5219,145,0.07344919443130493
scene0474_03,8,Concerto decoder,3849,5848,3355,160,0.08265823125839233
scene0474_03,8,Sonata linear,4656,10009,4009,145,0.0797731950879097
scene0474_03,8,Utonia,5342,6291,4858,218,0.09544471651315689
scene0474_03,8,PTv3_supervised,5368,3704,5127,206,0.11597079783678055
scene0474_03,16,Concerto decoder,3849,5848,3255,226,0.14525200426578522
scene0474_03,16,Sonata linear,4656,10009,3797,127,0.10943907499313354
scene0474_03,16,Utonia,5342,6291,4702,286,0.15391480922698975
scene0474_03,16,PTv3_supervised,5368,3704,5129,518,0.21449288725852966
scene0343_00,4,Concerto decoder,2506,3572,2325,54,0.03524162992835045
scene0343_00,4,Sonata linear,2213,16234,2071,60,0.03046363964676857
scene0343_00,4,Utonia,2470,11761,2243,49,0.03363578021526337
scene0343_00,4,PTv3_supervised,2556,12629,2371,31,0.03407086431980133
scene0343_00,8,Concerto decoder,2506,3572,2201,56,0.057027362287044525
scene0343_00,8,Sonata linear,2213,16234,1971,43,0.041024260222911835
scene0343_00,8,Utonia,2470,11761,2163,46,0.04820706695318222
scene0343_00,8,PTv3_supervised,2556,12629,2299,68,0.053847309201955795
scene0343_00,16,Concerto decoder,2506,3572,2156,78,0.10571697354316711
scene0343_00,16,Sonata linear,2213,16234,1885,129,0.059115756303071976
scene0343_00,16,Utonia,2470,11761,2080,53,0.0833854079246521
scene0343_00,16,PTv3_supervised,2556,12629,2230,118,0.09059195220470428
scene0406_02,4,Concerto decoder,250,518,139,42,0.021315058693289757
scene0406_02,4,Sonata linear,241,1399,98,27,0.014461861923336983
scene0406_02,4,Utonia,280,1247,137,49,0.019183551892638206
scene0406_02,4,PTv3_supervised,384,216,298,65,0.03974314033985138
scene0406_02,8,Concerto decoder,250,518,131,52,0.050859346985816956
scene0406_02,8,Sonata linear,241,1399,76,27,0.028923723846673965
scene0406_02,8,Utonia,280,1247,109,54,0.03372635692358017
scene0406_02,8,PTv3_supervised,384,216,294,72,0.10457868874073029
scene0406_02,16,Concerto decoder,250,518,102,48,0.10228529572486877
scene0406_02,16,Sonata linear,241,1399,37,14,0.04381728544831276
scene0406_02,16,Utonia,280,1247,43,15,0.04608369618654251
scene0406_02,16,PTv3_supervised,384,216,301,89,0.22925828397274017
scene0256_01,4,Concerto decoder,2883,1023,2761,146,0.06081390008330345
scene0256_01,4,Sonata linear,3442,2376,3246,127,0.06244856119155884
scene0256_01,4,Utonia,2644,4854,2495,86,0.04733653366565704
scene0256_01,4,PTv3_supervised,2043,12211,1888,137,0.04929126799106598
scene0256_01,8,Concerto decoder,2883,1023,2747,192,0.1001828983426094
scene0256_01,8,Sonata linear,3442,2376,3254,200,0.10320073366165161
scene0256_01,8,Utonia,2644,4854,2404,126,0.071067675948143
scene0256_01,8,PTv3_supervised,2043,12211,1719,194,0.08946044743061066
scene0256_01,16,Concerto decoder,2883,1023,2718,252,0.206058531999588
scene0256_01,16,Sonata linear,3442,2376,3215,338,0.23176726698875427
scene0256_01,16,Utonia,2644,4854,2370,329,0.14716506004333496
scene0256_01,16,PTv3_supervised,2043,12211,1712,338,0.16679240763187408
scene0461_00,4,Concerto decoder,315,3874,202,45,0.023148324340581894
scene0461_00,4,Sonata linear,513,3930,385,63,0.027808548882603645
scene0461_00,4,Utonia,571,2690,429,67,0.029661178588867188
scene0461_00,4,PTv3_supervised,444,579,369,43,0.040146682411432266
scene0461_00,8,Concerto decoder,315,3874,158,49,0.04056686535477638
scene0461_00,8,Sonata linear,513,3930,341,51,0.04801558330655098
scene0461_00,8,Utonia,571,2690,377,68,0.04656403884291649
scene0461_00,8,PTv3_supervised,444,579,343,57,0.07570953667163849
scene0461_00,16,Concerto decoder,315,3874,107,57,0.06344780325889587
scene0461_00,16,Sonata linear,513,3930,285,85,0.06382978707551956
scene0461_00,16,Utonia,571,2690,301,81,0.06839451193809509
scene0461_00,16,PTv3_supervised,444,579,325,95,0.13541388511657715
scene0423_00,4,Concerto decoder,124,28,112,11,0.007240365259349346
scene0423_00,4,Sonata linear,130,173,105,11,0.006486160214990377
scene0423_00,4,Utonia,101,112,87,5,0.0049211857840418816
scene0423_00,4,PTv3_supervised,176,30,165,6,0.008032280020415783
scene0423_00,8,Concerto decoder,124,28,115,18,0.01578173227608204
scene0423_00,8,Sonata linear,130,173,96,13,0.010181763209402561
scene0423_00,8,Utonia,101,112,89,17,0.012199261225759983
scene0423_00,8,PTv3_supervised,176,30,168,14,0.014443019405007362
scene0423_00,16,Concerto decoder,124,28,122,26,0.06120371073484421
scene0423_00,16,Sonata linear,130,173,95,13,0.034372877329587936
scene0423_00,16,Utonia,101,112,85,18,0.033637527376413345
scene0423_00,16,PTv3_supervised,176,30,166,13,0.04659099504351616
scene0207_02,4,Concerto decoder,4352,8548,3873,206,0.04387307167053223
scene0207_02,4,Sonata linear,4891,18918,4292,188,0.042527101933956146
scene0207_02,4,Utonia,4343,8689,3787,219,0.0405404157936573
scene0207_02,4,PTv3_supervised,5760,5746,5408,173,0.05908898264169693
scene0207_02,8,Concerto decoder,4352,8548,3703,340,0.0807858258485794
scene0207_02,8,Sonata linear,4891,18918,4117,366,0.07094457745552063
scene0207_02,8,Utonia,4343,8689,3524,287,0.06507670134305954
scene0207_02,8,PTv3_supervised,5760,5746,5328,307,0.10294361412525177
scene0207_02,16,Concerto decoder,4352,8548,3493,394,0.1473836600780487
scene0207_02,16,Sonata linear,4891,18918,3958,485,0.11499281227588654
scene0207_02,16,Utonia,4343,8689,3284,441,0.10856258124113083
scene0207_02,16,PTv3_supervised,5760,5746,5309,448,0.19982115924358368
scene0256_02,4,Concerto decoder,1467,4771,1353,83,0.045192353427410126
scene0256_02,4,Sonata linear,1451,2380,1317,63,0.042978785932064056
scene0256_02,4,Utonia,1267,2636,1162,71,0.04179929196834564
scene0256_02,4,PTv3_supervised,757,4526,673,39,0.03460923209786415
scene0256_02,8,Concerto decoder,1467,4771,1300,146,0.07726486772298813
scene0256_02,8,Sonata linear,1451,2380,1244,156,0.07312856614589691
scene0256_02,8,Utonia,1267,2636,1092,117,0.07219143211841583
scene0256_02,8,PTv3_supervised,757,4526,665,77,0.07923607528209686
scene0256_02,16,Concerto decoder,1467,4771,1141,180,0.09681537002325058
scene0256_02,16,Sonata linear,1451,2380,1091,163,0.11484707146883011
scene0256_02,16,Utonia,1267,2636,954,163,0.11232651025056839
scene0256_02,16,PTv3_supervised,757,4526,553,72,0.12147162109613419
scene0356_00,4,Concerto decoder,859,994,747,52,0.03622699901461601
scene0356_00,4,Sonata linear,1438,3902,1180,116,0.043419018387794495
scene0356_00,4,Utonia,1303,3690,1091,121,0.037126000970602036
scene0356_00,4,PTv3_supervised,566,810,469,75,0.033909257501363754
scene0356_00,8,Concerto decoder,859,994,719,77,0.08470290899276733
scene0356_00,8,Sonata linear,1438,3902,1070,108,0.07361988723278046
scene0356_00,8,Utonia,1303,3690,1018,105,0.06534625589847565
scene0356_00,8,PTv3_supervised,566,810,457,118,0.08209018409252167
scene0356_00,16,Concerto decoder,859,994,666,114,0.12357072532176971
scene0356_00,16,Sonata linear,1438,3902,1007,222,0.10952381044626236
scene0356_00,16,Utonia,1303,3690,963,272,0.11865430325269699
scene0356_00,16,PTv3_supervised,566,810,424,147,0.16496698558330536
scene0629_00,4,Concerto decoder,2626,8344,2346,94,0.0358247272670269
scene0629_00,4,Sonata linear,2425,10877,2129,127,0.03213450312614441
scene0629_00,4,Utonia,3741,5865,3476,192,0.04861505702137947
scene0629_00,4,PTv3_supervised,2674,9199,2463,86,0.04170695319771767
scene0629_00,8,Concerto decoder,2626,8344,2273,181,0.05833511799573898
scene0629_00,8,Sonata linear,2425,10877,2025,153,0.05311713367700577
scene0629_00,8,Utonia,3741,5865,3262,227,0.07017336785793304
scene0629_00,8,PTv3_supervised,2674,9199,2423,128,0.07300008088350296
scene0629_00,16,Concerto decoder,2626,8344,2153,207,0.08902304619550705
scene0629_00,16,Sonata linear,2425,10877,1859,237,0.09196785092353821
scene0629_00,16,Utonia,3741,5865,3113,406,0.11271431297063828
scene0629_00,16,PTv3_supervised,2674,9199,2331,157,0.13487043976783752
scene0574_01,4,Concerto decoder,660,1854,440,64,0.04363451153039932
scene0574_01,4,Sonata linear,579,4575,357,92,0.04025036841630936
scene0574_01,4,Utonia,513,3227,281,70,0.030097929760813713
scene0574_01,4,PTv3_supervised,703,4455,518,98,0.061962805688381195
scene0574_01,8,Concerto decoder,660,1854,403,124,0.09445659071207047
scene0574_01,8,Sonata linear,579,4575,267,134,0.06151358038187027
scene0574_01,8,Utonia,513,3227,258,122,0.06483782827854156
scene0574_01,8,PTv3_supervised,703,4455,508,165,0.1443203240633011
scene0574_01,16,Concerto decoder,660,1854,314,114,0.14153514802455902
scene0574_01,16,Sonata linear,579,4575,106,34,0.0814291313290596
scene0574_01,16,Utonia,513,3227,133,68,0.08553203195333481
scene0574_01,16,PTv3_supervised,703,4455,368,117,0.23263753950595856
scene0081_00,4,Concerto decoder,253,521,176,35,0.022419249638915062
scene0081_00,4,Sonata linear,273,2210,169,43,0.016231130808591843
scene0081_00,4,Utonia,439,1224,313,46,0.018990423530340195
scene0081_00,4,PTv3_supervised,498,485,422,34,0.02795812301337719
scene0081_00,8,Concerto decoder,253,521,168,59,0.05267002061009407
scene0081_00,8,Sonata linear,273,2210,115,44,0.027410322800278664
scene0081_00,8,Utonia,439,1224,325,83,0.031447816640138626
scene0081_00,8,PTv3_supervised,498,485,363,23,0.06001460924744606
scene0081_00,16,Concerto decoder,253,521,134,41,0.11010793596506119
scene0081_00,16,Sonata linear,273,2210,54,25,0.01992371305823326
scene0081_00,16,Utonia,439,1224,249,86,0.03568819910287857
scene0081_00,16,PTv3_supervised,498,485,366,35,0.1271912008523941
scene0608_01,4,Concerto decoder,3700,5329,3553,66,0.05445241183042526
scene0608_01,4,Sonata linear,1343,10995,1162,65,0.026048194617033005
scene0608_01,4,Utonia,4254,10280,4058,80,0.054424140602350235
scene0608_01,4,PTv3_supervised,2433,8353,2293,76,0.04687544330954552
scene0608_01,8,Concerto decoder,3700,5329,3527,166,0.08302626758813858
scene0608_01,8,Sonata linear,1343,10995,1072,106,0.04321889206767082
scene0608_01,8,Utonia,4254,10280,3977,129,0.07024719566106796
scene0608_01,8,PTv3_supervised,2433,8353,2234,92,0.08125453442335129
scene0608_01,16,Concerto decoder,3700,5329,3355,196,0.13729962706565857
scene0608_01,16,Sonata linear,1343,10995,975,209,0.07338541746139526
scene0608_01,16,Utonia,4254,10280,3895,147,0.10402314364910126
scene0608_01,16,PTv3_supervised,2433,8353,2153,176,0.1478922963142395
scene0144_00,4,Concerto decoder,1270,1470,1199,31,0.0396018922328949
scene0144_00,4,Sonata linear,1404,2181,1285,43,0.04024220630526543
scene0144_00,4,Utonia,1106,3256,982,70,0.030874164775013924
scene0144_00,4,PTv3_supervised,591,2883,526,39,0.028187640011310577
scene0144_00,8,Concerto decoder,1270,1470,1182,96,0.07257795333862305
scene0144_00,8,Sonata linear,1404,2181,1221,57,0.0686386451125145
scene0144_00,8,Utonia,1106,3256,914,80,0.052046213299036026
scene0144_00,8,PTv3_supervised,591,2883,508,52,0.06827672570943832
scene0144_00,16,Concerto decoder,1270,1470,1112,92,0.1360662579536438
scene0144_00,16,Sonata linear,1404,2181,1227,165,0.11255568265914917
scene0144_00,16,Utonia,1106,3256,902,140,0.0743318498134613
scene0144_00,16,PTv3_supervised,591,2883,490,78,0.12456848472356796
scene0164_00,4,Concerto decoder,1480,2236,1332,37,0.04807404428720474
scene0164_00,4,Sonata linear,1313,5867,1026,35,0.0362277589738369
scene0164_00,4,Utonia,2131,3276,1877,47,0.04853830859065056
scene0164_00,4,PTv3_supervised,1090,1172,998,45,0.054843347519636154
scene0164_00,8,Concerto decoder,1480,2236,1296,58,0.08241478353738785
scene0164_00,8,Sonata linear,1313,5867,928,144,0.04503384605050087
scene0164_00,8,Utonia,2131,3276,1763,125,0.06358952820301056
scene0164_00,8,PTv3_supervised,1090,1172,1005,88,0.11718983948230743
scene0164_00,16,Concerto decoder,1480,2236,1247,90,0.13838136196136475
scene0164_00,16,Sonata linear,1313,5867,882,192,0.07450728118419647
scene0164_00,16,Utonia,2131,3276,1759,219,0.09772060066461563
scene0164_00,16,PTv3_supervised,1090,1172,990,107,0.2545078694820404
scene0663_00,4,Concerto decoder,815,4017,593,74,0.02132878638803959
scene0663_00,4,Sonata linear,1109,18444,800,109,0.02170676551759243
scene0663_00,4,Utonia,1205,8330,897,122,0.02496972307562828
scene0663_00,4,PTv3_supervised,891,2425,719,103,0.030099431052803993
scene0663_00,8,Concerto decoder,815,4017,534,81,0.04025856778025627
scene0663_00,8,Sonata linear,1109,18444,725,130,0.037859562784433365
scene0663_00,8,Utonia,1205,8330,758,139,0.0398651622235775
scene0663_00,8,PTv3_supervised,891,2425,692,140,0.06806698441505432
scene0663_00,16,Concerto decoder,815,4017,394,90,0.06721074879169464
scene0663_00,16,Sonata linear,1109,18444,564,123,0.05274728685617447
scene0663_00,16,Utonia,1205,8330,606,178,0.07339725643396378
scene0663_00,16,PTv3_supervised,891,2425,665,208,0.13904209434986115
scene0684_01,4,Concerto decoder,236,867,151,37,0.020349133759737015
scene0684_01,4,Sonata linear,185,1233,104,35,0.012182257138192654
scene0684_01,4,Utonia,231,996,144,38,0.01810324378311634
scene0684_01,4,PTv3_supervised,250,209,185,53,0.033756423741579056
scene0684_01,8,Concerto decoder,236,867,137,41,0.05206383764743805
scene0684_01,8,Sonata linear,185,1233,76,34,0.02923061139881611
scene0684_01,8,Utonia,231,996,114,42,0.033688366413116455
scene0684_01,8,PTv3_supervised,250,209,182,64,0.07316160202026367
scene0684_01,16,Concerto decoder,236,867,93,19,0.07040528208017349
scene0684_01,16,Sonata linear,185,1233,55,31,0.056453533470630646
scene0684_01,16,Utonia,231,996,74,21,0.04382890462875366
scene0684_01,16,PTv3_supervised,250,209,160,56,0.12012114375829697
scene0086_01,4,Concerto decoder,1369,901,1254,64,0.0402132086455822
scene0086_01,4,Sonata linear,1454,8247,1264,131,0.030354171991348267
scene0086_01,4,Utonia,1510,2569,1358,66,0.037444908171892166
scene0086_01,4,PTv3_supervised,1355,2055,1255,87,0.04327290877699852
scene0086_01,8,Concerto decoder,1369,901,1265,102,0.08563519269227982
scene0086_01,8,Sonata linear,1454,8247,909,117,0.046514734625816345
scene0086_01,8,Utonia,1510,2569,1191,54,0.06527361273765564
scene0086_01,8,PTv3_supervised,1355,2055,1196,70,0.09051614254713058
scene0086_01,16,Concerto decoder,1369,901,1209,108,0.16880562901496887
scene0086_01,16,Sonata linear,1454,8247,967,387,0.0850038230419159
scene0086_01,16,Utonia,1510,2569,1197,172,0.13616882264614105
scene0086_01,16,PTv3_supervised,1355,2055,1175,100,0.17985454201698303
scene0655_01,4,Concerto decoder,311,299,264,8,0.010763728991150856
scene0655_01,4,Sonata linear,359,701,302,19,0.012025442905724049
scene0655_01,4,Utonia,293,980,259,17,0.01035475917160511
scene0655_01,4,PTv3_supervised,319,133,302,15,0.012260382995009422
scene0655_01,8,Concerto decoder,311,299,258,12,0.02206694893538952
scene0655_01,8,Sonata linear,359,701,284,16,0.02050938457250595
scene0655_01,8,Utonia,293,980,240,18,0.01975235529243946
scene0655_01,8,PTv3_supervised,319,133,297,17,0.02407699078321457
scene0655_01,16,Concerto decoder,311,299,274,37,0.05562855303287506
scene0655_01,16,Sonata linear,359,701,286,30,0.04462118074297905
scene0655_01,16,Utonia,293,980,244,31,0.04534340277314186
scene0655_01,16,PTv3_supervised,319,133,291,20,0.06199803203344345
scene0435_03,4,Concerto decoder,7394,5987,7067,204,0.07041753828525543
scene0435_03,4,Sonata linear,7187,5270,6770,148,0.06164681538939476
scene0435_03,4,Utonia,7414,7651,6946,272,0.06362637877464294
scene0435_03,4,PTv3_supervised,5683,2512,5442,146,0.058597370982170105
scene0435_03,8,Concerto decoder,7394,5987,6920,311,0.10005377978086472
scene0435_03,8,Sonata linear,7187,5270,6718,226,0.09017312526702881
scene0435_03,8,Utonia,7414,7651,6647,372,0.0885826125741005
scene0435_03,8,PTv3_supervised,5683,2512,5400,201,0.09358873218297958
scene0435_03,16,Concerto decoder,7394,5987,6959,621,0.16133442521095276
scene0435_03,16,Sonata linear,7187,5270,6533,250,0.13954207301139832
scene0435_03,16,Utonia,7414,7651,6401,457,0.13506802916526794
scene0435_03,16,PTv3_supervised,5683,2512,5314,249,0.15676884353160858
scene0678_00,4,Concerto decoder,3423,3643,3095,237,0.02780778519809246
scene0678_00,4,Sonata linear,4011,17942,3470,226,0.0258119385689497
scene0678_00,4,Utonia,4936,7735,4547,226,0.033067476004362106
scene0678_00,4,PTv3_supervised,2625,38407,2325,197,0.02355942688882351
scene0678_00,8,Concerto decoder,3423,3643,2950,275,0.04527240991592407
scene0678_00,8,Sonata linear,4011,17942,3130,229,0.03489476814866066
scene0678_00,8,Utonia,4936,7735,4331,300,0.0505589134991169
scene0678_00,8,PTv3_supervised,2625,38407,2168,232,0.04304671287536621
scene0678_00,16,Concerto decoder,3423,3643,2939,411,0.08368384838104248
scene0678_00,16,Sonata linear,4011,17942,3120,574,0.0582626536488533
scene0678_00,16,Utonia,4936,7735,4109,551,0.08487523347139359
scene0678_00,16,PTv3_supervised,2625,38407,2005,235,0.08635392040014267
scene0378_02,4,Concerto decoder,2002,3374,1753,78,0.038424402475357056
scene0378_02,4,Sonata linear,1725,8975,1415,98,0.03191304951906204
scene0378_02,4,Utonia,1844,4903,1499,139,0.033745139837265015
scene0378_02,4,PTv3_supervised,2025,4044,1841,135,0.044795457273721695
scene0378_02,8,Concerto decoder,2002,3374,1678,187,0.07784737646579742
scene0378_02,8,Sonata linear,1725,8975,1280,193,0.0607726126909256
scene0378_02,8,Utonia,1844,4903,1382,196,0.06264597177505493
scene0378_02,8,PTv3_supervised,2025,4044,1858,313,0.10492436587810516
scene0378_02,16,Concerto decoder,2002,3374,1481,185,0.1141095757484436
scene0378_02,16,Sonata linear,1725,8975,1058,262,0.07678278535604477
scene0378_02,16,Utonia,1844,4903,1209,244,0.09348617494106293
scene0378_02,16,PTv3_supervised,2025,4044,1738,336,0.1885073333978653
scene0169_00,4,Concerto decoder,3204,4832,2882,211,0.03449080139398575
scene0169_00,4,Sonata linear,1639,16022,1330,134,0.02232399769127369
scene0169_00,4,Utonia,2048,13277,1753,158,0.024507274851202965
