method,score_space,variant,kind,class_id,class_name,observed_keep_frac,iou,delta_iou,acc,base_iou,support,pred_support,intersection
ptv3_scannet200_v151_severity,retained,clean_voxel,clean,0,wall,1.0,0.8083058468323455,0.0,0.9301656672099593,0.8083058468323455,7471726,8076377,6949943
ptv3_scannet200_v151_severity,retained,clean_voxel,clean,1,chair,1.0,0.744358019310342,0.0,0.8763215699037764,0.744358019310342,1603869,1689847,1405505
ptv3_scannet200_v151_severity,retained,clean_voxel,clean,2,floor,1.0,0.9613361039786633,0.0,0.982930361611573,0.9613361039786633,6966287,7003857,6847375
ptv3_scannet200_v151_severity,retained,clean_voxel,clean,3,table,1.0,0.6867420462507406,0.0,0.8106962362773825,0.6867420462507406,877748,870017,711587
ptv3_scannet200_v151_severity,retained,clean_voxel,clean,4,door,1.0,0.6873668983412465,0.0,0.801030683771534,0.6873668983412465,874371,844985,700398
ptv3_scannet200_v151_severity,retained,clean_voxel,clean,5,couch,1.0,0.8238592083556456,0.0,0.9191702493625181,0.8238592083556456,580801,601047,533855
ptv3_scannet200_v151_severity,retained,clean_voxel,clean,6,cabinet,1.0,0.4470391151381709,0.0,0.6037010767941194,0.4470391151381709,542815,517924,327698
ptv3_scannet200_v151_severity,retained,clean_voxel,clean,7,shelf,1.0,0.4110604534450158,0.0,0.5538540294290385,0.4110604534450158,755988,681321,418707
ptv3_scannet200_v151_severity,retained,clean_voxel,clean,8,desk,1.0,0.6587723719256695,0.0,0.8658000677387683,0.6587723719256695,466498,550497,403894
ptv3_scannet200_v151_severity,retained,clean_voxel,clean,9,office chair,1.0,0.14491501510184596,0.0,0.22028055348150022,0.14491501510184596,188841,139808,41598
ptv3_scannet200_v151_severity,retained,clean_voxel,clean,10,bed,1.0,0.7798854078138047,0.0,0.8724650474385819,0.7798854078138047,602674,597355,525812
ptv3_scannet200_v151_severity,retained,clean_voxel,clean,11,pillow,1.0,0.6201191570399853,0.0,0.8319877925442246,0.6201191570399853,112718,132291,93780
ptv3_scannet200_v151_severity,retained,clean_voxel,clean,12,sink,1.0,0.6734589229247797,0.0,0.8203965078751271,0.6734589229247797,67237,69831,55161
