target_id,target_name,pred_id,pred_name,count,fraction_of_target
8,desk,27,clothes,301,0.0013436840155170951
8,desk,17,monitor,242,0.0010803040922097577
8,desk,196,poster,232,0.0010356634272424123
8,desk,102,cup,232,0.0010356634272424123
8,desk,40,bag,208,0.0009285258313207834
8,desk,10,bed,197,0.0008794210998567034
8,desk,132,mouse,131,0.0005847927110722241
8,desk,55,bottle,111,0.0004955113811375334
8,desk,6,cabinet,107,0.0004776551151505953
8,desk,61,mirror,97,0.00043301445018324996
8,desk,41,backpack,63,0.0002812361892942757
8,desk,164,bowl,63,0.0002812361892942757
8,desk,48,trash can,62,0.0002767721227975412
8,desk,65,file cabinet,60,0.0002678439898040721
8,desk,9,office chair,58,0.00025891585681060307
8,desk,54,computer tower,56,0.00024998772381713396
8,desk,14,window,56,0.00024998772381713396
8,desk,80,radiator,49,0.00021873925833999224
8,desk,34,plant,36,0.00016070639388244328
8,desk,4,door,34,0.0001517782608889742
8,desk,81,recycling bin,24,0.00010713759592162884
8,desk,159,purse,22,9.820946292815978e-05
8,desk,157,water bottle,21,9.374539643142525e-05
8,desk,127,tray,18,8.035319694122164e-05
8,desk,169,divider,14,6.249693095428349e-05
8,desk,66,fan,6,2.678439898040721e-05
8,desk,138,tissue box,6,2.678439898040721e-05
8,desk,53,shoe,6,2.678439898040721e-05
8,desk,117,kitchen counter,4,1.7856265986938143e-05
8,desk,110,windowsill,4,1.7856265986938143e-05
8,desk,21,coffee table,3,1.3392199490203605e-05
8,desk,24,lamp,2,8.928132993469071e-06
8,desk,178,trash bin,2,8.928132993469071e-06
8,desk,131,toaster oven,1,4.464066496734536e-06
8,desk,107,paper towel roll,1,4.464066496734536e-06
12,sink,12,sink,29467,0.90913859064544
12,sink,173,bathroom vanity,712,0.02196717265210416
12,sink,171,bathroom counter,612,0.01888189559422436
12,sink,117,kitchen counter,318,0.009811181044057756
12,sink,0,wall,307,0.009471800567690978
12,sink,8,desk,300,0.009255831173639394
12,sink,30,counter,203,0.0062631124274959895
12,sink,14,window,201,0.006201406886338393
12,sink,182,bathroom cabinet,200,0.0061705541157595955
12,sink,61,mirror,32,0.0009872886585215353
12,sink,25,kitchen cabinet,22,0.0006787609527335555
12,sink,48,trash can,12,0.00037023324694557573
12,sink,172,object,11,0.00033938047636677775
12,sink,47,shower curtain,6,0.00018511662347278786
12,sink,102,cup,4,0.0001234110823151919
12,sink,185,coffee kettle,3,9.255831173639393e-05
12,sink,103,jacket,1,3.085277057879798e-05
12,sink,138,tissue box,1,3.085277057879798e-05
6,cabinet,6,cabinet,115438,0.5539676750614251
6,cabinet,0,wall,16938,0.08128263206388206
6,cabinet,83,wardrobe,14620,0.07015893734643734
6,cabinet,30,counter,10266,0.049264818796068796
6,cabinet,7,shelf,9342,0.044830697174447175
6,cabinet,25,kitchen cabinet,8353,0.040084651412776416
6,cabinet,16,bookshelf,6853,0.03288640202702703
6,cabinet,23,refrigerator,5594,0.026844671375921374
6,cabinet,4,door,3154,0.015135519041769041
6,cabinet,3,table,2863,0.01373905866093366
6,cabinet,12,sink,2608,0.012515356265356265
6,cabinet,8,desk,2325,0.011157286547911548
6,cabinet,182,bathroom cabinet,1970,0.00945370085995086
6,cabinet,2,floor,1379,0.006617590601965602
6,cabinet,14,window,1370,0.006574401105651106
6,cabinet,59,board,995,0.00477483875921376
6,cabinet,31,dresser,898,0.004309351965601966
6,cabinet,120,mini fridge,541,0.0025961686117936117
6,cabinet,103,jacket,340,0.0016316031941031942
6,cabinet,29,nightstand,305,0.0014636440417690418
6,cabinet,126,paper cutter,277,0.00132927671990172
6,cabinet,40,bag,225,0.0010797374078624078
6,cabinet,48,trash can,219,0.0010509444103194102
6,cabinet,5,couch,206,0.0009885595823095822
6,cabinet,80,radiator,170,0.0008158015970515971
6,cabinet,117,kitchen counter,161,0.0007726121007371007
6,cabinet,172,object,151,0.0007246237714987715
6,cabinet,22,box,126,0.0006046529484029484
6,cabinet,35,ceiling,113,0.0005422681203931204
6,cabinet,18,curtain,77,0.00036951013513513516
6,cabinet,27,clothes,74,0.0003551136363636364
6,cabinet,43,printer,60,0.0002879299754299754
6,cabinet,52,stove,54,0.00025913697788697786
6,cabinet,106,dishwasher,47,0.00022554514742014742
6,cabinet,51,microwave,46,0.0002207463144963145
6,cabinet,81,recycling bin,41,0.00019675214987714988
6,cabinet,175,laundry hamper,33,0.0001583614864864865
6,cabinet,130,ledge,24,0.00011517199017199018
6,cabinet,10,bed,22,0.00010557432432432433
6,cabinet,1,chair,21,0.0001007754914004914
6,cabinet,181,tube,16,7.678132678132678e-05
6,cabinet,131,toaster oven,14,6.718366093366093e-05
6,cabinet,173,bathroom vanity,14,6.718366093366093e-05
6,cabinet,178,trash bin,13,6.238482800982801e-05
6,cabinet,53,shoe,7,3.359183046683047e-05
6,cabinet,41,backpack,7,3.359183046683047e-05
6,cabinet,19,book,4,1.9195331695331695e-05
6,cabinet,89,light,4,1.9195331695331695e-05
6,cabinet,118,doorframe,2,9.597665847665847e-06
6,cabinet,105,coffee maker,2,9.597665847665847e-06
6,cabinet,159,purse,1,4.798832923832924e-06
6,cabinet,17,monitor,1,4.798832923832924e-06
4,door,4,door,379373,0.794233961884943
4,door,0,wall,50158,0.10500796593385658
4,door,14,window,34607,0.07245126753604558
4,door,118,doorframe,3119,0.006529762864302777
4,door,49,closet,3087,0.006462769465246127
4,door,2,floor,2541,0.005319694593842051
4,door,145,closet door,1331,0.0027865066920125026
4,door,176,bathroom stall door,1279,0.002677642418545448
4,door,45,whiteboard,421,0.000881381906339041
4,door,35,ceiling,313,0.00065527918452285
4,door,48,trash can,220,0.00046057961851446325
4,door,26,towel,184,0.00038521204457573287
4,door,27,clothes,165,0.00034543471388584745
4,door,10,bed,142,0.0002972832083138808
4,door,16,bookshelf,133,0.00027844131482919823
4,door,1,chair,104,0.00021772854693410989
4,door,100,bathroom stall,102,0.00021354145949306933
4,door,7,shelf,91,0.00019051247856734617
4,door,83,wardrobe,76,0.00015910932275954186
4,door,61,mirror,69,0.00014445451671589983
4,door,99,ladder,56,0.0001172384483491361
4,door,5,couch,45,9.420946742341294e-05
4,door,41,backpack,12,2.512252464624345e-05
4,door,3,table,8,1.67483497641623e-05
4,door,71,paper towel dispenser,4,8.37417488208115e-06
4,door,6,cabinet,3,6.280631161560862e-06
4,door,15,toilet,3,6.280631161560862e-06
4,door,60,washing machine,2,4.187087441040575e-06
4,door,8,desk,2,4.187087441040575e-06
4,door,68,shower,2,4.187087441040575e-06
4,door,112,toaster,2,4.187087441040575e-06
4,door,139,light switch,2,4.187087441040575e-06
4,door,101,shower wall,1,2.0935437205202876e-06
4,door,86,bucket,1,2.0935437205202876e-06
4,door,172,object,1,2.0935437205202876e-06
14,window,14,window,240037,0.8097103033246977
14,window,0,wall,47264,0.1594343696027634
14,window,4,door,3561,0.012012224740932642
14,window,110,windowsill,1144,0.0038590241796200345
14,window,2,floor,675,0.0022769591968911916
14,window,118,doorframe,538,0.001814820811744387
14,window,80,radiator,382,0.0012885902417962003
14,window,66,fan,373,0.0012582307858376512
14,window,18,curtain,277,0.0009343965889464594
14,window,35,ceiling,276,0.0009310233160621761
14,window,8,desk,257,0.0008669311312607945
14,window,30,counter,202,0.0006814011226252159
14,window,7,shelf,184,0.0006206822107081174
14,window,84,soap dispenser,168,0.0005667098445595854
14,window,16,bookshelf,140,0.0004722582037996546
14,window,10,bed,135,0.00045539183937823833
14,window,19,book,115,0.0003879263816925734
14,window,25,kitchen cabinet,114,0.00038455310880829017
14,window,6,cabinet,74,0.00024962219343696026
14,window,13,picture,73,0.000246248920552677
14,window,69,paper,71,0.00023950237478411054
14,window,85,telephone,63,0.00021251619170984456
14,window,151,dish rack,56,0.00018890328151986184
14,window,46,blanket,52,0.00017541018998272885
14,window,43,printer,45,0.0001517972797927461
14,window,48,trash can,39,0.00013155764248704664
14,window,117,kitchen counter,23,7.758527633851468e-05
14,window,178,trash bin,21,7.083873056994818e-05
14,window,1,chair,21,7.083873056994818e-05
14,window,12,sink,16,5.397236614853195e-05
14,window,9,office chair,15,5.05990932642487e-05
14,window,172,object,12,4.0479274611398965e-05
14,window,3,table,10,3.373272884283247e-05
14,window,168,projector screen,8,2.6986183074265975e-05
14,window,101,shower wall,4,1.3493091537132987e-05
14,window,22,box,2,6.746545768566494e-06
14,window,45,whiteboard,1,3.373272884283247e-06
16,bookshelf,16,bookshelf,249974,0.6276338254494326
16,bookshelf,19,book,65589,0.16468062669478759
16,bookshelf,7,shelf,60227,0.15121773626594356
16,bookshelf,0,wall,12793,0.03212061866023903
16,bookshelf,4,door,3538,0.008883197750326404
16,bookshelf,22,box,2965,0.0074445113990157675
16,bookshelf,2,floor,1640,0.004117706136386462
16,bookshelf,6,cabinet,424,0.001064577684041378
16,bookshelf,172,object,342,0.0008586923772220548
16,bookshelf,40,bag,196,0.0004921160992266747
16,bookshelf,13,picture,172,0.0004318569850356533
16,bookshelf,118,doorframe,148,0.0003715978708446319
16,bookshelf,14,window,117,0.0002937631816812293
16,bookshelf,8,desk,54,0.00013558300692979814
16,bookshelf,3,table,37,9.289946771115798e-05
16,bookshelf,27,clothes,15,3.766194636938837e-05
16,bookshelf,65,file cabinet,11,2.7618760670884803e-05
16,bookshelf,48,trash can,11,2.7618760670884803e-05
16,bookshelf,76,blackboard,9,2.2597167821633022e-05
16,bookshelf,54,computer tower,7,1.757557497238124e-05
16,bookshelf,17,monitor,5,1.2553982123129457e-05
16,bookshelf,69,paper,3,7.532389273877674e-06
16,bookshelf,1,chair,3,7.532389273877674e-06
