domain,variant,mIoU,delta_mIoU,picture_iou,delta_picture_iou,picture_to_wall,delta_picture_to_wall
val,base,0.4090927563637205,0.0,0.6285714285713934,0.0,0.025974025974025976,0.0
val,point_oracle_top2,0.5255805982529751,0.1164878418892546,0.8554641598119356,0.2268927312405422,0.011216056670602124,-0.014757969303423851
val,point_oracle_top5,0.5901008353137166,0.1810080789499961,0.9451003541912074,0.31652892561981405,0.0059031877213695395,-0.020070838252656438
val,region_logits_s8,0.3945840355949832,-0.014508720768737327,0.6488027366020155,0.02023130803062212,0.03955135773317592,0.013577331759149942
val,region_majority_oracle_s8,0.5382716506500033,0.12917889428628276,0.9037703995497521,0.27519897097835877,0.05076741440377804,0.024793388429752067
val,region_oracle_s8_top2,0.5210722490603701,0.11197949269664959,0.875367430922935,0.24679600235154164,0.015348288075560802,-0.010625737898465173
val,region_oracle_s8_top5,0.5909807106715278,0.1818879543078073,0.9280235988200042,0.2994521702486108,0.0059031877213695395,-0.020070838252656438
