method,score_space,variant,kind,keep_ratio,feature_zero_ratio,block_size,repeats,observed_keep_frac,mIoU,delta_mIoU,mAcc,allAcc,focus_iou,delta_focus_iou,confusion_iou,focus_to_confusion,delta_focus_to_confusion
ptv3_scannet20_v151_fullscene,retained,clean_voxel,clean,1.0,0.0,64,312,1.0,0.7697225293154475,0.0,0.847023052579822,0.9219417787332329,0.3916632252735906,0.0,0.8743806573902121,0.46943920608808465,0.0
ptv3_scannet20_v151_fullscene,retained,random_keep0p5,random_drop,0.5,0.0,64,312,0.49998920945784986,0.7668543395642272,-0.0028681897512202736,0.8419325841667795,0.9186749447770278,0.37103785646784104,-0.020625368805749555,0.869204939652646,0.5450198990357649,0.07558069294768022
ptv3_scannet20_v151_fullscene,retained,random_keep0p3,random_drop,0.3,0.0,64,312,0.2999732606112957,0.7431269602965853,-0.026595569018862175,0.8219618515431029,0.9108793822461951,0.30630191475256346,-0.08536131052102713,0.8602185342703266,0.6436336263201009,0.17419442023201626
ptv3_scannet20_v151_fullscene,retained,random_keep0p2,random_drop,0.2,0.0,64,312,0.19995101259495968,0.7131148444513985,-0.05660768486404899,0.7944981954777341,0.8977854857867391,0.23964798517832256,-0.15201524009526804,0.8382789798634089,0.730766648764769,0.2613274426766844
ptv3_scannet20_v151_fullscene,retained,random_keep0p1,random_drop,0.1,0.0,64,312,0.09995293942017433,0.590485685420002,-0.17923684389544547,0.6765342330389406,0.8506834078145838,0.037613403085888106,-0.3540498221877025,0.7617432682423315,0.9256513026052104,0.4562120965171258
ptv3_scannet20_v151_fullscene,retained,classwise_keep0p2,classwise_random_drop,0.2,0.0,64,312,0.19990058845052353,0.7108454198551404,-0.05887710946030711,0.7927770568965625,0.8990907616951671,0.2146722420366492,-0.1769909832369414,0.8415283015687868,0.757559646441151,0.2881204403530664
ptv3_scannet20_v151_fullscene,retained,structured_b64_keep0p5,structured_drop,0.5,0.0,64,312,0.4965292143707092,0.7132529351234599,-0.056469594191987604,0.79262968615892,0.9054896541905638,0.3850731989498505,-0.006590026323740117,0.8559102926182458,0.4997989491743513,0.030359743086266655
ptv3_scannet20_v151_fullscene,retained,structured_b64_keep0p2,structured_drop,0.2,0.0,64,312,0.20697447429381263,0.6572771789626215,-0.11244535035282599,0.7347524957999191,0.8779095178637469,0.46124073069270954,0.06957750541911895,0.8085842589206994,0.441250265787795,-0.028188940300289622
ptv3_scannet20_v151_fullscene,retained,feature_zero1p0,feature_zero,1.0,1.0,64,312,1.0,0.02685186020820509,-0.7428706691072424,0.060964854550148384,0.36118523683992226,0.0,-0.3916632252735906,0.3222824485625417,1.0,0.5305607939119154
ptv3_scannet20_v151_fullscene,full_nn,clean_voxel,clean,1.0,0.0,64,312,1.0,0.7697225293154475,0.0,0.847023052579822,0.9219417787332329,0.3916632252735906,0.0,0.8743806573902121,0.46943920608808465,0.0
ptv3_scannet20_v151_fullscene,full_nn,random_keep0p5,random_drop,0.5,0.0,64,312,0.49998920945784986,0.7612371592962107,-0.008485370019236771,0.8384351051127069,0.9159272696577673,0.3646677829909753,-0.0269954422826153,0.8644403779637616,0.5492985060653479,0.07985929997726327
ptv3_scannet20_v151_fullscene,full_nn,random_keep0p3,random_drop,0.3,0.0,64,312,0.2999732606112957,0.7329466405796683,-0.036775888735779194,0.8151729561549927,0.9061437758423787,0.2921171763194017,-0.09954604895418889,0.8519327657737256,0.6560339178001579,0.1865947117120732
ptv3_scannet20_v151_fullscene,full_nn,random_keep0p2,random_drop,0.2,0.0,64,312,0.19995101259495968,0.6995138040310255,-0.07020872528442201,0.7854273202371138,0.8910844514398817,0.23013233921304221,-0.16153088606054838,0.8273136257213782,0.7367625620243684,0.26732335593628376
ptv3_scannet20_v151_fullscene,full_nn,random_keep0p1,random_drop,0.1,0.0,64,312,0.09995293942017433,0.5684034623838954,-0.2013190669315521,0.6592478046119594,0.8383525241311679,0.031770305786710605,-0.35989291948688,0.7452291660929482,0.9276371223367973,0.45819791624871264
ptv3_scannet20_v151_fullscene,full_nn,classwise_keep0p2,classwise_random_drop,0.2,0.0,64,312,0.19990058845052353,0.6976595571503277,-0.07206297216511981,0.7838869532904974,0.8924223170039403,0.20489744663038917,-0.18676577864320143,0.830712133426786,0.7660594631464912,0.29662025705840656
ptv3_scannet20_v151_fullscene,full_nn,structured_b64_keep0p5,structured_drop,0.5,0.0,64,312,0.4965292143707092,0.48203911094327384,-0.28768341837217365,0.6039160206838987,0.7801900382500966,0.22113451707702556,-0.17052870819656504,0.6912631253275675,0.630682502106488,0.16124329601840337
ptv3_scannet20_v151_fullscene,full_nn,structured_b64_keep0p2,structured_drop,0.2,0.0,64,312,0.20697447429381263,0.24907861938975878,-0.5206439099256888,0.3563811728932039,0.5916916662601612,0.08757278507294652,-0.3040904402006441,0.48687837050842286,0.6981034920889674,0.22866428600088273
ptv3_scannet20_v151_fullscene,full_nn,feature_zero1p0,feature_zero,1.0,1.0,64,312,1.0,0.02685186020820509,-0.7428706691072424,0.060964854550148384,0.36118523683992226,0.0,-0.3916632252735906,0.3222824485625417,1.0,0.5305607939119154
