pair,positive_class,negative_class,stage,probe,balanced_acc,bal_acc_std,bal_acc_ci_low,bal_acc_ci_high,auc,auc_std,auc_ci_low,auc_ci_high,positive_acc,negative_acc,acc,train_positive,train_negative,val_positive,val_negative,train_samples_probe,pos_weight
picture_vs_wall,picture,wall,point_feature,unweighted,0.9626397788524628,0.0006974923056757758,0.9612896032631397,0.9639089912176132,0.9877651929855347,0.00045015636163321947,0.9868999227881432,0.9885471180081368,0.9630962014198303,0.9621833562850952,0.9625042080879211,60000,60000,32517,60000,120000,
picture_vs_wall,picture,wall,point_feature,balanced,0.9626244008541107,0.0006365870619881798,0.9614460796117783,0.9638352453708648,0.9877650737762451,0.0004341775755571426,0.9868232890963554,0.9885619223117829,0.9630654454231262,0.9621833562850952,0.962493360042572,60000,60000,32517,60000,120000,
picture_vs_wall,picture,wall,point_feature,weighted,0.9626397788524628,0.0005868899187938,0.961464998871088,0.9637363396584988,0.9877651929855347,0.0004070402279641892,0.9870562106370926,0.9886619448661804,0.9630962014198303,0.9621833562850952,0.9625042080879211,60000,60000,32517,60000,120000,1.0
picture_vs_wall,picture,wall,linear_logits,unweighted,0.952863872051239,0.0006690528757394234,0.9514354065060615,0.9539966486394406,0.9861170053482056,0.00042060771437378683,0.9854187086224556,0.9869062140583992,0.9567610621452332,0.9489666819572449,0.9517061710357666,60000,60000,32517,60000,120000,
picture_vs_wall,picture,wall,linear_logits,balanced,0.9528721868991852,0.0007942001051059411,0.9513034038245678,0.954244514554739,0.986117422580719,0.00044869808621407324,0.9853411868214608,0.9870158061385155,0.9567610621452332,0.9489833116531372,0.951716959476471,60000,60000,32517,60000,120000,
picture_vs_wall,picture,wall,linear_logits,weighted,0.952863872051239,0.000746781160523376,0.951657035946846,0.9544291906058788,0.9861170053482056,0.00046380605604379903,0.9851595282554626,0.9869218036532402,0.9567610621452332,0.9489666819572449,0.9517061710357666,60000,60000,32517,60000,120000,1.0
picture_vs_wall,picture,wall,linear_logits,direct_pair_margin,0.8891502916812897,0.0012490778097724222,0.8869656585156918,0.8914663940668106,0.9888858795166016,0.00024643197112253013,0.9885212063789368,0.9893551647663117,0.7783005833625793,1.0,0.9220792055130005,60000,60000,32517,60000,0,
counter_vs_cabinet,counter,cabinet,point_feature,unweighted,0.9581499993801117,0.0005720741219177458,0.9569202080368996,0.9591493718326092,0.9846895933151245,0.0003384642687457069,0.9839539721608161,0.9852465406060219,0.9590166807174683,0.9572833180427551,0.9581500291824341,60000,60000,60000,60000,120000,
counter_vs_cabinet,counter,cabinet,point_feature,balanced,0.9581583440303802,0.0005588911897594336,0.9568651989102364,0.9594047948718071,0.9846864342689514,0.0003316430322509178,0.9841149300336838,0.9852727502584457,0.9590166807174683,0.9573000073432922,0.9581583142280579,60000,60000,60000,60000,120000,
counter_vs_cabinet,counter,cabinet,point_feature,weighted,0.9581499993801117,0.000590990138386096,0.956995002180338,0.9593672834336757,0.9846895933151245,0.00038312338864853444,0.9837630227208137,0.9853057160973548,0.9590166807174683,0.9572833180427551,0.9581500291824341,60000,60000,60000,60000,120000,1.0
