method,variant,kind,keep_ratio,feature_zero_ratio,block_size,repeats,observed_keep_frac,mIoU,delta_mIoU,mAcc,allAcc,focus_iou,delta_focus_iou,confusion_iou,focus_to_confusion,delta_focus_to_confusion
ptv3_supervised_scannet200_v151,clean_voxel,clean,1.0,0.0,64,312,1.0,0.34584174878107093,0.0,0.45976478903048124,0.8367550141070698,0.3770745272525026,0.0,0.8061221170348277,0.4595371905677266,0.0
ptv3_supervised_scannet200_v151,random_keep0p5,random_drop,0.5,0.0,64,312,0.49995396085656607,0.3334129904085533,-0.012428758372517612,0.43487113344313033,0.8353029312244434,0.356607957645911,-0.0204665696065916,0.8054739615260061,0.5159403248328066,0.056403134265080035
ptv3_supervised_scannet200_v151,random_keep0p3,random_drop,0.3,0.0,64,312,0.30004815021768594,0.30850443826195134,-0.03733731051911959,0.39717097835360166,0.8269445906433885,0.3018473055097189,-0.07522722174278373,0.7950701466891283,0.5784622191632663,0.11892502859553977
ptv3_supervised_scannet200_v151,random_keep0p2,random_drop,0.2,0.0,64,312,0.2000323672993825,0.26183295955093944,-0.0840087892301315,0.34129224419498855,0.8114313861628917,0.24422900811570328,-0.13284551913679934,0.7668385625278149,0.6535863265532135,0.1940491359854869
ptv3_supervised_scannet200_v151,random_keep0p1,random_drop,0.1,0.0,64,312,0.10003288820959054,0.163984237035865,-0.18185751174520592,0.21476476384020238,0.753514147833303,0.12232876712328683,-0.2547457601292158,0.6889330296237085,0.8114826220853497,0.35194543151762314
ptv3_supervised_scannet200_v151,classwise_keep0p2,classwise_random_drop,0.2,0.0,64,312,0.20000897214198723,0.26400842344198666,-0.08183332533908427,0.33917896846203854,0.8094882913616734,0.24780778118965385,-0.12926674606284877,0.7672034145353637,0.65987861947938,0.2003414289116534
ptv3_supervised_scannet200_v151,structured_b64_keep0p5,structured_drop,0.5,0.0,64,312,0.5015870569608151,0.29934891037579237,-0.04649283840527857,0.3920434511448282,0.8098827105556488,0.3518772736632572,-0.025197253589245405,0.7704564651034636,0.5019561248442345,0.04241893427650789
ptv3_supervised_scannet200_v151,structured_b64_keep0p2,structured_drop,0.2,0.0,64,312,0.20027756848288938,0.2691348229892838,-0.07670692579178712,0.3483690464152211,0.7793580978368334,0.2900761730001914,-0.08699835425231123,0.7420444903530453,0.532479889282934,0.07294269871520742
ptv3_supervised_scannet200_v151,feature_zero1p0,feature_zero,1.0,1.0,64,312,1.0,0.0018621541759775984,-0.3439795946050933,0.005584831953166264,0.2761003447802509,0.0,-0.3770745272525026,0.25638440682651364,1.0,0.5404628094322734
