class_id,class_name,kind,k,hit_count,hit_rate,ci_low,ci_high,target_count
10,picture,topk,1,508,0.9980353634577603,0.994188460295465,1.0,509
10,picture,topk,2,509,1.0,1.0,1.0,509
10,picture,topk,3,509,1.0,1.0,1.0,509
10,picture,topk,5,509,1.0,1.0,1.0,509
10,picture,topk,10,509,1.0,1.0,1.0,509
10,picture,topk,20,509,1.0,1.0,1.0,509
10,picture,topk_plus_confusion_graph,1,509,1.0,1.0,1.0,509
10,picture,topk_plus_confusion_graph,2,509,1.0,1.0,1.0,509
10,picture,topk_plus_confusion_graph,3,509,1.0,1.0,1.0,509
10,picture,topk_plus_confusion_graph,5,509,1.0,1.0,1.0,509
11,counter,topk,1,7853,0.8401626190221462,0.8327334403242066,0.8475917977200857,9347
11,counter,topk,2,8569,0.916764737348882,0.9111645497281924,0.9223649249695716,9347
11,counter,topk,3,8820,0.9436182732427517,0.9389421353706736,0.9482944111148298,9347
11,counter,topk,5,8954,0.9579544238793196,0.9538857533094507,0.9620230944491885,9347
11,counter,topk,10,9185,0.9826682357975821,0.9800225102259442,0.98531396136922,9347
11,counter,topk,20,9347,1.0,1.0,1.0,9347
11,counter,topk_plus_confusion_graph,1,8250,0.882636139937948,0.8761111778086516,0.8891611020672444,9347
11,counter,topk_plus_confusion_graph,2,8702,0.9309939017866695,0.9258553929926028,0.9361324105807363,9347
11,counter,topk_plus_confusion_graph,3,8891,0.951214293356157,0.946847069699918,0.955581517012396,9347
11,counter,topk_plus_confusion_graph,5,8980,0.9607360650476089,0.9567985800889311,0.9646735500062866,9347
12,desk,topk,1,18123,0.8863836447226842,0.8820337055224826,0.8907335839228857,20446
12,desk,topk,2,19584,0.9578401643353223,0.9550856320322675,0.960594696638377,20446
12,desk,topk,3,19795,0.9681600313019662,0.9657533876817014,0.9705666749222309,20446
12,desk,topk,5,20192,0.987577032182334,0.9860587585010425,0.9890953058636254,20446
12,desk,topk,10,20446,1.0,1.0,1.0,20446
12,desk,topk,20,20446,1.0,1.0,1.0,20446
12,desk,topk_plus_confusion_graph,1,18123,0.8863836447226842,0.8820337055224826,0.8907335839228857,20446
12,desk,topk_plus_confusion_graph,2,19584,0.9578401643353223,0.9550856320322675,0.960594696638377,20446
12,desk,topk_plus_confusion_graph,3,19795,0.9681600313019662,0.9657533876817014,0.9705666749222309,20446
12,desk,topk_plus_confusion_graph,5,20192,0.987577032182334,0.9860587585010425,0.9890953058636254,20446
17,sink,topk,1,1552,0.9086651053864169,0.8950025344615244,0.9223276763113093,1708
17,sink,topk,2,1672,0.9789227166276346,0.972110418296703,0.9857350149585663,1708
17,sink,topk,3,1695,0.9923887587822015,0.9882670168242197,0.9965105007401832,1708
17,sink,topk,5,1701,0.9959016393442623,0.9928717592029161,0.9989315194856085,1708
17,sink,topk,10,1708,1.0,1.0,1.0,1708
17,sink,topk,20,1708,1.0,1.0,1.0,1708
17,sink,topk_plus_confusion_graph,1,1552,0.9086651053864169,0.8950025344615244,0.9223276763113093,1708
17,sink,topk_plus_confusion_graph,2,1672,0.9789227166276346,0.972110418296703,0.9857350149585663,1708
17,sink,topk_plus_confusion_graph,3,1695,0.9923887587822015,0.9882670168242197,0.9965105007401832,1708
17,sink,topk_plus_confusion_graph,5,1701,0.9959016393442623,0.9928717592029161,0.9989315194856085,1708
2,cabinet,topk,1,21978,0.5699245390659441,0.5649831201291416,0.5748659580027465,38563
2,cabinet,topk,2,26823,0.6955631045302492,0.6909701983299182,0.7001560107305801,38563
2,cabinet,topk,3,29668,0.7693384850763686,0.765133959834073,0.7735430103186642,38563
2,cabinet,topk,5,33642,0.8723906335088037,0.869060455576992,0.8757208114406155,38563
2,cabinet,topk,10,37056,0.960921090164147,0.958986959778792,0.9628552205495019,38563
2,cabinet,topk,20,38563,1.0,1.0,1.0,38563
2,cabinet,topk_plus_confusion_graph,1,22467,0.5826050877784404,0.5776832037424847,0.5875269718143962,38563
2,cabinet,topk_plus_confusion_graph,2,27060,0.7017088919430542,0.6971425407578717,0.7062752431282366,38563
2,cabinet,topk_plus_confusion_graph,3,29857,0.7742395560511371,0.7700667109063124,0.7784124011959619,38563
2,cabinet,topk_plus_confusion_graph,5,33655,0.872727744210772,0.8694013254050871,0.876054163016457,38563
15,shower curtain,topk,1,3144,0.9661954517516902,0.9599857983576292,0.9724051051457512,3254
15,shower curtain,topk,2,3182,0.9778733866011063,0.9728192603731156,0.9829275128290971,3254
15,shower curtain,topk,3,3239,0.9953902888752305,0.9930628362381545,0.9977177415123065,3254
15,shower curtain,topk,5,3245,0.9972341733251383,0.9954296672282772,0.9990386794219994,3254
15,shower curtain,topk,10,3247,0.9978488014751076,0.9962568863364547,0.9994407166137604,3254
15,shower curtain,topk,20,3254,1.0,1.0,1.0,3254
15,shower curtain,topk_plus_confusion_graph,1,3144,0.9661954517516902,0.9599857983576292,0.9724051051457512,3254
15,shower curtain,topk_plus_confusion_graph,2,3182,0.9778733866011063,0.9728192603731156,0.9829275128290971,3254
15,shower curtain,topk_plus_confusion_graph,3,3239,0.9953902888752305,0.9930628362381545,0.9977177415123065,3254
15,shower curtain,topk_plus_confusion_graph,5,3245,0.9972341733251383,0.9954296672282772,0.9990386794219994,3254
7,door,topk,1,52666,0.87084346115052,0.8681705212236044,0.8735164010774357,60477
7,door,topk,2,59026,0.9760074077748565,0.9747877834012071,0.9772270321485059,60477
7,door,topk,3,60222,0.9957835210079865,0.9952670827714569,0.9962999592445161,60477
7,door,topk,5,60361,0.9980819154389272,0.9977331945848549,0.9984306362929996,60477
7,door,topk,10,60393,0.9986110422143956,0.9983142150407419,0.9989078693880492,60477
7,door,topk,20,60477,1.0,1.0,1.0,60477
7,door,topk_plus_confusion_graph,1,59874,0.9900292673247681,0.9892374071442706,0.9908211275052657,60477
7,door,topk_plus_confusion_graph,2,60474,0.9999503943647998,0.9998942616965011,1.0,60477
7,door,topk_plus_confusion_graph,3,60477,1.0,1.0,1.0,60477
7,door,topk_plus_confusion_graph,5,60477,1.0,1.0,1.0,60477
