variant,picture_wall_acc,picture_wall_bal_acc,picture_acc,wall_acc,picture_wall_auc,picture_wall_train_loss,position_r2_row,position_r2_col,position_r2_mean,position_mse_row,position_mse_col,position_basis_dim
raw_dino,0.9424920082092285,0.7797421813011169,0.5920000076293945,0.9674843549728394,0.8826788067817688,0.002672758651897311,0.8916832804679871,0.865685760974884,0.8786845207214355,0.009550688788294792,0.01184297539293766,2
rasa_lite_position_removed,0.9430244565010071,0.7837421894073486,0.6000000238418579,0.9674843549728394,0.8842760920524597,0.0026794509030878544,0.8908899426460266,0.8393799066543579,0.8651349544525146,0.00962064042687416,0.0141624566167593,2
