method,variant,kind,keep_ratio,feature_zero_ratio,block_size,repeats,observed_keep_frac,mIoU,delta_mIoU,mAcc,allAcc,weak_mean_iou,delta_weak_mean_iou,picture_iou,delta_picture_iou,wall_iou,floor_iou,picture_to_wall,delta_picture_to_wall
concerto_decoder_origin,clean_voxel,clean,1.0,0.0,64,32,1.0,0.7785625403414752,0.0,0.8645891641006986,0.9298113028249666,0.693736368536701,0.0,0.19644574373966153,0.0,0.884346109380076,0.9741298022413828,0.7389280375827461,0.0
concerto_decoder_origin,random_keep0p2,random_drop,0.2,0.0,64,32,0.20002947794273496,0.7659231049118789,-0.012639435429596335,0.8369418888084302,0.9257086911421726,0.6333152505743163,-0.060421117962384696,0.15171422705809584,-0.04473151668156569,0.8774064915392478,0.9667096546807531,0.8275568785881352,0.08862884100538915
