pair,target_id,target_name,pred_id,pred_name,count,fraction_of_target
picture_vs_wall,13,picture,0,wall,7072,0.27033639143730887
picture_vs_wall,13,picture,6,cabinet,18,0.0006880733944954129
picture_vs_wall,13,picture,13,picture,18206,0.6959480122324159
picture_vs_wall,13,picture,23,refrigerator,6,0.00022935779816513763
picture_vs_wall,13,picture,29,nightstand,17,0.0006498470948012232
picture_vs_wall,13,picture,87,clock,237,0.009059633027522936
picture_vs_wall,13,picture,133,toilet seat cover dispenser,88,0.003363914373088685
picture_vs_wall,13,picture,172,object,516,0.019724770642201836
picture_vs_wall,0,wall,0,wall,50525,0.8420833333333333
picture_vs_wall,0,wall,1,chair,63,0.00105
picture_vs_wall,0,wall,2,floor,270,0.0045
picture_vs_wall,0,wall,3,table,6,0.0001
picture_vs_wall,0,wall,4,door,112,0.0018666666666666666
picture_vs_wall,0,wall,6,cabinet,6,0.0001
picture_vs_wall,0,wall,14,window,6234,0.1039
picture_vs_wall,0,wall,23,refrigerator,21,0.00035
picture_vs_wall,0,wall,25,kitchen cabinet,120,0.002
picture_vs_wall,0,wall,28,tv,388,0.006466666666666667
picture_vs_wall,0,wall,35,ceiling,87,0.00145
picture_vs_wall,0,wall,48,trash can,133,0.0022166666666666667
picture_vs_wall,0,wall,80,radiator,1865,0.031083333333333334
picture_vs_wall,0,wall,106,dishwasher,8,0.00013333333333333334
picture_vs_wall,0,wall,110,windowsill,43,0.0007166666666666667
picture_vs_wall,0,wall,117,kitchen counter,28,0.00046666666666666666
picture_vs_wall,0,wall,118,doorframe,45,0.00075
picture_vs_wall,0,wall,154,range hood,46,0.0007666666666666667
counter_vs_cabinet,30,counter,0,wall,996,0.028468530269250558
counter_vs_cabinet,30,counter,2,floor,192,0.0054879094494940835
counter_vs_cabinet,30,counter,6,cabinet,498,0.014234265134625279
counter_vs_cabinet,30,counter,7,shelf,524,0.01497741953924427
counter_vs_cabinet,30,counter,12,sink,272,0.007774538386783284
