run,job,resource,walltime_used,status,base_mIoU,base_picture_iou,base_picture_to_wall,picture_top2_hit,picture_top2_ci_low,picture_top2_ci_high,picture_graph_top1_hit,oracle_top2_mIoU,oracle_top2_delta_mIoU,oracle_top2_picture_iou,oracle_top2_picture_delta,oracle_graph_top1_mIoU,oracle_graph_top1_delta_mIoU,oracle_graph_top1_picture_iou,oracle_graph_top1_picture_delta,pair_probe_top2_mIoU,pair_probe_top2_delta_mIoU,pair_probe_top2_picture_iou,pair_probe_top2_picture_delta,best_train_calib_variant,best_train_calib_mIoU,best_train_calib_delta_mIoU,decision
oracle_actionability_analysis_ci,133352.qjcm,rt_QF=1,00:01:45,Exit_status=0,0.77784428,0.40341169,0.43816585,0.89292429,0.89159365,0.89425493,0.97477367,0.91968553,0.14184125,0.85793952,0.45452783,0.84257635,0.06473206,0.94554254,0.54213086,0.75666723,-0.02117706,0.17224694,-0.23116474,prior_alpha0p25,0.77593678,-0.00190751,large-oracle-headroom-current-learned-readout-fails
