method,variant,kind,keep_ratio,feature_zero_ratio,block_size,repeats,observed_keep_frac,mIoU,delta_mIoU,mAcc,allAcc,weak_mean_iou,delta_weak_mean_iou,picture_iou,delta_picture_iou,wall_iou,floor_iou,picture_to_wall,delta_picture_to_wall
sonata_linear_scannet_downloaded_classwise,clean_voxel,clean,1.0,0.0,64,312,1.0,0.7168846660907165,0.0,0.8266814600789827,0.8992580948936452,0.6137375785798885,0.0,0.37107130955519174,0.0,0.8580533785332412,0.9595391427523577,0.45225391476444554,0.0
sonata_linear_scannet_downloaded_classwise,random_keep0p2,random_drop,0.2,0.0,64,312,0.1999727505712937,0.6950734338146126,-0.02181123227610393,0.8035470643394813,0.8911307088251136,0.5792600817469165,-0.03447749683297208,0.2285143842453936,-0.14255692530979813,0.848344673932679,0.9454975134601948,0.6899528254541805,0.23769891068973492
sonata_linear_scannet_downloaded_classwise,classwise_keep0p2,classwise_random_drop,0.2,0.0,64,312,0.20013342778652143,0.6950808213878962,-0.021803844702820374,0.8040979513432729,0.8910213009841579,0.5770691791397524,-0.03666839944013611,0.22478827557210573,-0.146283033983086,0.8485672326313445,0.9455684242045104,0.6910679869741476,0.23881407220970208
