variant,sample_mIoU,sample_allAcc,picture_iou,picture_to_wall
fold0_default::Concerto_fullFT,0.8128788224041044,0.9323511368189099,0.4255533199194957,0.41023890784982936
fold0_defer_p80,0.8128795114834262,0.9323511368189099,0.4255533199194957,0.41023890784982936
fold0_defer_p90,0.8128788224041044,0.9323511368189099,0.4255533199194957,0.41023890784982936
fold0_defer_p95,0.8128788224041044,0.9323511368189099,0.4255533199194957,0.41023890784982936
fold1_default::Concerto_fullFT,0.7924463154690682,0.9255402393830124,0.4991142604074181,0.3101190476190476
fold1_defer_p80,0.7929255762843095,0.9256998697916663,0.5035714285714061,0.3101190476190476
fold1_defer_p90,0.7924534903961906,0.9255402393830124,0.4993354009747231,0.3101190476190476
fold1_defer_p95,0.7924534903961906,0.9255402393830124,0.4993354009747231,0.3101190476190476
