expert,class,A,B,C,D,A_frac,B_frac,C_frac,D_frac,B_over_A
Concerto decoder,wall,1591,1513,97249,5648,0.015009292365166366,0.014273450250469335,0.917434741181687,0.053282516202677335,0.9509742300439975
Concerto decoder,floor,802,319,57157,879,0.013557144547559883,0.005392430312558108,0.9661916594823943,0.014858765657487703,0.39775561097256856
Concerto decoder,cabinet,2799,49,2031,4037,0.3139300134589502,0.005495737999102737,0.22779273216689097,0.4527815163750561,0.017506252232940337
Concerto decoder,bed,227,36,8816,281,0.024252136752136753,0.0038461538461538464,0.9418803418803419,0.030021367521367522,0.15859030837004406
Concerto decoder,chair,4,5,6351,46,0.0006244146113019045,0.0007805182641273806,0.9914142990945988,0.007180768029971901,1.25
Concerto decoder,table,1204,54,5120,1658,0.14982578397212543,0.006719761075161772,0.6371329019412643,0.20632155301144847,0.044850498338870434
Concerto decoder,door,996,165,17501,2384,0.04732490734581393,0.007839969590420983,0.8315594412239855,0.11327568183977953,0.16566265060240964
Concerto decoder,window,79,253,6215,166,0.01176821093400864,0.03768806792790109,0.9258155817071354,0.024728139430954865,3.2025316455696204
Concerto decoder,picture,479,4,1187,24,0.2827626918536009,0.0023612750885478157,0.7007083825265643,0.014167650531286895,0.008350730688935281
Concerto decoder,desk,210,201,6647,5864,0.016251354279523293,0.015554867667543723,0.5143940566475778,0.4537997214053552,0.9571428571428572
Concerto decoder,curtain,1087,151,4663,963,0.15836247086247085,0.0219988344988345,0.6793414918414918,0.14029720279720279,0.1389144434222631
Concerto decoder,otherfurniture,40,32,5797,146,0.006650041562759767,0.005320033250207814,0.9637572734829593,0.02427265170407315,0.8
Sonata linear,wall,6598,884,92242,6277,0.062244695804756556,0.008339543966566353,0.8701993377420968,0.059216422486580315,0.13397999393755683
Sonata linear,floor,688,598,57271,600,0.011630069138056358,0.010108693814764102,0.9681187348918978,0.010142502155281709,0.8691860465116279
Sonata linear,cabinet,2782,3301,2048,785,0.3120233288470166,0.370233288470166,0.22969941677882458,0.08804396590399283,1.1865564342199857
Sonata linear,bed,132,113,8911,204,0.014102564102564103,0.012072649572649573,0.9520299145299145,0.021794871794871794,0.8560606060606061
Sonata linear,chair,56,4,6299,47,0.008741804558226662,0.0006244146113019045,0.9832969091476741,0.007336871682797378,0.07142857142857142
Sonata linear,table,3409,49,2915,1663,0.42421602787456447,0.006097560975609756,0.36274265803882527,0.2069437531110005,0.014373716632443531
Sonata linear,door,1326,1342,17171,1207,0.0630048465266559,0.06376508600209066,0.8158795020431436,0.05735056542810985,1.0120663650075414
Sonata linear,window,442,146,5852,273,0.0658423953523015,0.021748845523610904,0.8717413972888426,0.040667361835245046,0.33031674208144796
Sonata linear,picture,1666,0,0,28,0.9834710743801653,0.0,0.0,0.01652892561983471,0.0
Sonata linear,desk,79,5341,6778,724,0.006113604705154001,0.4133261105092091,0.5245318062219471,0.05602847856368983,67.60759493670886
Sonata linear,curtain,577,570,5173,544,0.08406177156177157,0.08304195804195805,0.7536421911421911,0.07925407925407925,0.9878682842287695
Sonata linear,otherfurniture,272,19,5565,159,0.04522028262676642,0.0031587697423108895,0.9251870324189526,0.026433915211970076,0.06985294117647059
Utonia,wall,4777,1562,94063,5599,0.04506561258856048,0.014735710040471316,0.8873784209582929,0.052820256412675355,0.3269834624241156
Utonia,floor,951,525,57008,673,0.016075865916121507,0.008874689385871494,0.9636729381138327,0.011376506584174316,0.5520504731861199
Utonia,cabinet,3722,100,1108,3986,0.4174517720951099,0.011215791834903545,0.12427097353073127,0.44706146253925527,0.026867275658248254
Utonia,bed,296,84,8747,233,0.03162393162393162,0.008974358974358974,0.934508547008547,0.02489316239316239,0.28378378378378377
Utonia,chair,42,4,6313,47,0.006556353418669997,0.0006244146113019045,0.9854823602872307,0.007336871682797378,0.09523809523809523
Utonia,table,287,144,6037,1568,0.03571428571428571,0.017919362867098058,0.751244400199104,0.1951219512195122,0.5017421602787456
Utonia,door,1517,1331,16980,1218,0.07208020526465837,0.06324242136272926,0.8068041433051412,0.057873230067471255,0.8773895847066578
Utonia,window,224,263,6070,156,0.03336809176225235,0.03917771488157307,0.9042157008788917,0.023238492477282883,1.1741071428571428
Utonia,picture,1666,0,0,28,0.9834710743801653,0.0,0.0,0.01652892561983471,0.0
Utonia,desk,159,1624,6698,4441,0.012304596811639066,0.1256771397616468,0.518340814115462,0.3436774493112521,10.213836477987421
Utonia,curtain,1456,239,4294,875,0.21212121212121213,0.03481934731934732,0.6255827505827506,0.12747668997668998,0.16414835164835165
Utonia,otherfurniture,111,46,5726,132,0.018453865336658354,0.007647547797173733,0.9519534497090607,0.021945137157107233,0.4144144144144144
