phase,variant,mIoU,mAcc,allAcc,weak_mean_iou,picture_iou,wall_iou,counter_iou,cabinet_iou,door_iou,picture_to_wall
train_heldout,train_residual_kl0_safe2,0.9467667278939892,0.9750032954619506,0.9788422027191555,0.9192033880557643,0.8690080683435752,0.9621371438017127,0.9064924458962471,0.958958617553428,0.9212028400389745,0.03623949579831933
train_heldout,train_residual_kl0.03_safe4,0.9465219295389644,0.9745511259011556,0.978934151785714,0.9181470419039469,0.8716119828815563,0.9627363941522818,0.9005299633101956,0.9589009990917294,0.9234309623430897,0.0351890756302521
train_heldout,train_residual_kl0.03_safe2,0.9462746153142302,0.9745947210076696,0.9786773285308438,0.9181312032064826,0.8713060057196915,0.9620212571009703,0.903225806451576,0.9589883800410063,0.9227662093460484,0.037815126050420166
train_heldout,train_residual_kl0_safe4,0.946235208776271,0.9740351136910798,0.9789056158685061,0.9173764840098507,0.8695652173912632,0.9622807338777594,0.9006085192697403,0.9579750583679691,0.9227915441691101,0.032563025210084036
val_final,avgprob_all,0.8061404187748675,0.8831567040974025,0.9319063759944175,0.711547922715613,0.4258318295807137,0.8910194592762447,0.7240922446243889,0.7705880179258374,0.7900566364210003,0.4606829860876775
val_final,train_residual_kl0_safe2,0.7976316802220307,0.8763800589264715,0.9280183073774811,0.7021025718026309,0.4332871202767005,0.8843442663294108,0.7099629613728878,0.7739189021676229,0.775598356787299,0.41130532871838876
val_final,single::Concerto fullFT,0.796711000334619,0.8775708389574831,0.9276147796550235,0.7009414397688406,0.4336603229284822,0.8833551109805649,0.7100186804096483,0.77193322782541,0.775283934733669,0.39285679852681715
