class_id,class_name,other_id,other_name,centroid_cosine,rank,class_within_cos_distance,other_within_cos_distance,class_count,other_count
10,picture,0,wall,0.6643804907798767,1,0.08680641651153564,0.15095987915992737,32521,60000
10,picture,8,window,0.28353455662727356,2,0.08680641651153564,0.10300829261541367,32521,60000
10,picture,7,door,0.236573725938797,3,0.08680641651153564,0.10284841805696487,32521,60000
10,picture,17,sink,0.18935121595859528,4,0.08680641651153564,0.11852124333381653,32521,32421
10,picture,14,refridgerator,0.14148113131523132,5,0.08680641651153564,0.19866737723350525,32521,60000
10,picture,19,otherfurniture,0.12097664177417755,6,0.08680641651153564,0.2999210059642792,32521,60000
10,picture,15,shower curtain,0.1074511706829071,7,0.08680641651153564,0.0557299368083477,32521,32505
10,picture,9,bookshelf,0.09774414449930191,8,0.08680641651153564,0.07642610371112823,32521,60000
10,picture,16,toilet,0.06163967028260231,9,0.08680641651153564,0.05230286717414856,32521,30858
10,picture,13,curtain,0.0596952810883522,10,0.08680641651153564,0.11857746541500092,32521,60000
10,picture,2,cabinet,0.0212227925658226,11,0.08680641651153564,0.24500952661037445,32521,60000
10,picture,1,floor,0.01593211479485035,12,0.08680641651153564,0.07934442907571793,32521,60000
10,picture,18,bathtub,0.008450627326965332,13,0.08680641651153564,0.06512714922428131,32521,25919
10,picture,11,counter,-0.014156383462250233,14,0.08680641651153564,0.12577737867832184,32521,60000
10,picture,3,bed,-0.023286152631044388,15,0.08680641651153564,0.1030675619840622,32521,60000
10,picture,5,sofa,-0.04172070696949959,16,0.08680641651153564,0.07705194503068924,32521,60000
10,picture,4,chair,-0.07434137165546417,17,0.08680641651153564,0.05441451817750931,32521,60000
10,picture,12,desk,-0.1414717733860016,18,0.08680641651153564,0.11953027546405792,32521,60000
10,picture,6,table,-0.24062508344650269,19,0.08680641651153564,0.13516488671302795,32521,60000
11,counter,17,sink,0.48032963275909424,1,0.12577737867832184,0.11852124333381653,60000,32421
11,counter,2,cabinet,0.4238421320915222,2,0.12577737867832184,0.24500952661037445,60000,60000
11,counter,14,refridgerator,0.0858268141746521,3,0.12577737867832184,0.19866737723350525,60000,60000
11,counter,12,desk,0.05359616503119469,4,0.12577737867832184,0.11953027546405792,60000,60000
11,counter,5,sofa,0.05307174101471901,5,0.12577737867832184,0.07705194503068924,60000,60000
11,counter,6,table,0.04367871582508087,6,0.12577737867832184,0.13516488671302795,60000,60000
11,counter,0,wall,0.014772300608456135,7,0.12577737867832184,0.15095987915992737,60000,60000
11,counter,3,bed,0.00771039305254817,8,0.12577737867832184,0.1030675619840622,60000,60000
11,counter,15,shower curtain,-0.0019266385352239013,9,0.12577737867832184,0.0557299368083477,60000,32505
11,counter,9,bookshelf,-0.011746046133339405,10,0.12577737867832184,0.07642610371112823,60000,60000
11,counter,18,bathtub,-0.012206862680613995,11,0.12577737867832184,0.06512714922428131,60000,25919
11,counter,10,picture,-0.014156383462250233,12,0.12577737867832184,0.08680641651153564,60000,32521
11,counter,8,window,-0.06125190854072571,13,0.12577737867832184,0.10300829261541367,60000,60000
11,counter,19,otherfurniture,-0.08424382656812668,14,0.12577737867832184,0.2999210059642792,60000,60000
11,counter,13,curtain,-0.09901674091815948,15,0.12577737867832184,0.11857746541500092,60000,60000
11,counter,4,chair,-0.19648954272270203,16,0.12577737867832184,0.05441451817750931,60000,60000
11,counter,16,toilet,-0.273040771484375,17,0.12577737867832184,0.05230286717414856,60000,30858
11,counter,7,door,-0.27395394444465637,18,0.12577737867832184,0.10284841805696487,60000,60000
11,counter,1,floor,-0.2788625955581665,19,0.12577737867832184,0.07934442907571793,60000,60000
12,desk,6,table,0.49285873770713806,1,0.11953027546405792,0.13516488671302795,60000,60000
12,desk,2,cabinet,0.27772101759910583,2,0.11953027546405792,0.24500952661037445,60000,60000
12,desk,4,chair,0.20084598660469055,3,0.11953027546405792,0.05441451817750931,60000,60000
12,desk,19,otherfurniture,0.16798707842826843,4,0.11953027546405792,0.2999210059642792,60000,60000
12,desk,5,sofa,0.14521121978759766,5,0.11953027546405792,0.07705194503068924,60000,60000
12,desk,9,bookshelf,0.11425579339265823,6,0.11953027546405792,0.07642610371112823,60000,60000
12,desk,14,refridgerator,0.11290907859802246,7,0.11953027546405792,0.19866737723350525,60000,60000
12,desk,3,bed,0.09740673750638962,8,0.11953027546405792,0.1030675619840622,60000,60000
12,desk,11,counter,0.05359616503119469,9,0.11953027546405792,0.12577737867832184,60000,60000
12,desk,13,curtain,0.033585455268621445,10,0.11953027546405792,0.11857746541500092,60000,60000
12,desk,16,toilet,-0.008874233812093735,11,0.11953027546405792,0.05230286717414856,60000,30858
12,desk,17,sink,-0.023449305444955826,12,0.11953027546405792,0.11852124333381653,60000,32421
12,desk,1,floor,-0.05983920395374298,13,0.11953027546405792,0.07934442907571793,60000,60000
12,desk,0,wall,-0.06882559508085251,14,0.11953027546405792,0.15095987915992737,60000,60000
12,desk,8,window,-0.07521777600049973,15,0.11953027546405792,0.10300829261541367,60000,60000
12,desk,7,door,-0.10001188516616821,16,0.11953027546405792,0.10284841805696487,60000,60000
12,desk,10,picture,-0.1414717733860016,17,0.11953027546405792,0.08680641651153564,60000,32521
12,desk,15,shower curtain,-0.16898222267627716,18,0.11953027546405792,0.0557299368083477,60000,32505
12,desk,18,bathtub,-0.37925055623054504,19,0.11953027546405792,0.06512714922428131,60000,25919
17,sink,11,counter,0.48032963275909424,1,0.11852124333381653,0.12577737867832184,32421,60000
17,sink,2,cabinet,0.3119462728500366,2,0.11852124333381653,0.24500952661037445,32421,60000
17,sink,0,wall,0.20671957731246948,3,0.11852124333381653,0.15095987915992737,32421,60000
17,sink,10,picture,0.18935121595859528,4,0.11852124333381653,0.08680641651153564,32421,32521
