pair,positive_class,negative_class,stage,probe,balanced_acc,bal_acc_std,bal_acc_ci_low,bal_acc_ci_high,auc,auc_std,auc_ci_low,auc_ci_high,positive_acc,negative_acc,acc,train_positive,train_negative,val_positive,val_negative,train_samples_probe,pos_weight
picture_vs_wall,picture,wall,point_feature,unweighted,0.7500500082969666,0.001191318486268536,0.7474816717207432,0.7519647888839245,0.8413369655609131,0.001078325895398929,0.8395132109522819,0.8433256775140763,0.7924166917800903,0.7076833248138428,0.7500500082969666,60000,60000,60000,60000,120000,
picture_vs_wall,picture,wall,point_feature,balanced,0.7501083314418793,0.0011134015866774904,0.7481399945914745,0.7522252142429352,0.8413683772087097,0.0010021505460193455,0.8397122204303742,0.8436275079846383,0.7925166487693787,0.7077000141143799,0.7501083612442017,60000,60000,60000,60000,120000,
picture_vs_wall,picture,wall,point_feature,weighted,0.7500500082969666,0.0013560420668608426,0.7477093823254108,0.7526531413197517,0.8413369655609131,0.0011783012742420482,0.8390488028526306,0.843834063410759,0.7924166917800903,0.7076833248138428,0.7500500082969666,60000,60000,60000,60000,120000,1.0
picture_vs_wall,picture,wall,linear_logits,unweighted,0.8154999911785126,0.0011257688969455847,0.813072907179594,0.8175414599478245,0.9093235731124878,0.0008779440718030292,0.9075134262442589,0.9109886899590492,0.6942833065986633,0.9367166757583618,0.815500020980835,60000,60000,60000,60000,120000,
picture_vs_wall,picture,wall,linear_logits,balanced,0.8154999911785126,0.0010119940971799744,0.8137491621077061,0.8176833249628543,0.9093220233917236,0.0007801742458820279,0.9077913865447045,0.910865330696106,0.6942833065986633,0.9367166757583618,0.815500020980835,60000,60000,60000,60000,120000,
picture_vs_wall,picture,wall,linear_logits,weighted,0.8154999911785126,0.0010244532136043922,0.813609779626131,0.8175587356090546,0.9093235731124878,0.0007108952873307903,0.9080801278352737,0.9107680857181549,0.6942833065986633,0.9367166757583618,0.815500020980835,60000,60000,60000,60000,120000,1.0
picture_vs_wall,picture,wall,linear_logits,direct_pair_margin,0.6451500058174133,0.0008426336686408881,0.6437475044280291,0.6466675017029047,0.894575297832489,0.0008564795977505591,0.8929578259587287,0.8961284264922142,0.29030001163482666,1.0,0.6451500058174133,60000,60000,60000,60000,0,
counter_vs_cabinet,counter,cabinet,point_feature,unweighted,0.9487273395061493,0.0006954503031695067,0.9473468832671642,0.9497835718095302,0.9863499999046326,0.0002846868829172612,0.9857673272490501,0.9867356076836586,0.9579547047615051,0.9394999742507935,0.948464572429657,60000,60000,56677,60000,120000,
counter_vs_cabinet,counter,cabinet,point_feature,balanced,0.9487273395061493,0.0006918910925501738,0.9475564613938332,0.9498871907591819,0.9863359928131104,0.00030187226702904467,0.9857527732849121,0.9869137540459633,0.9579547047615051,0.9394999742507935,0.948464572429657,60000,60000,56677,60000,120000,
counter_vs_cabinet,counter,cabinet,point_feature,weighted,0.9487273395061493,0.0006737529720215836,0.9474394753575325,0.9502105988562107,0.9863499999046326,0.0002642852040505827,0.9857798188924789,0.9867926508188247,0.9579547047615051,0.9394999742507935,0.948464572429657,60000,60000,56677,60000,120000,1.0
