variant,mIoU,mAcc,allAcc,delta_mIoU,picture_iou,picture_delta_iou,counter_iou,counter_delta_iou,desk_iou,desk_delta_iou,sink_iou,sink_delta_iou,cabinet_iou,cabinet_delta_iou,shower_curtain_iou,shower_curtain_delta_iou,door_iou,door_delta_iou
proto_adapt_tau0p05_lam0p05,0.7715756517003838,0.848188785888957,0.9222485397200861,-2.0357442920504454e-05,0.39099030401237,-3.914204558913559e-05,0.7229744765126056,-0.00012514215858838718,0.706954599675997,-0.00013086797390304827,0.6922367788929707,-6.092210715824553e-05,0.7150515944833424,3.05001346234679e-05,0.7019962501378619,-0.0004039556990851345,0.7318878974883063,0.00020181942001740172
proto_tau0p05_lam0p1,0.7714499249331186,0.8489257253890408,0.9222210585828552,-0.00014608421018569295,0.39104948827909164,2.0042221132499094e-05,0.7225523564562797,-0.0005472622149143014,0.7063857744275105,-0.000699693222389608,0.6918769685422085,-0.00042073245792051406,0.7149705094296476,-5.058491907139473e-05,0.6986888715094073,-0.0037113343275397837,0.7326656346216156,0.0009795565533267103
proto_adapt_tau0p05_lam0p1,0.7715686541586456,0.8483084729291519,0.9222557446600764,-2.735498465866737e-05,0.3910399898398182,1.0543781859051471e-05,0.7229808622549397,-0.00011875641625425093,0.7068352532703127,-0.0002502143795873879,0.6922168280588791,-8.087294124992095e-05,0.7150828386165031,6.174426778415842e-05,0.7015186056773048,-0.0008816001596422263,0.7319994595163614,0.0003133814480724695
proto_tau0p05_lam0p2,0.7713348121485623,0.8499563938901676,0.9220892042439065,-0.00026119699474203006,0.3919512614589249,0.0009218154009657531,0.722016459769607,-0.0010831589015869447,0.7051447696674386,-0.0019406979824615478,0.6914552460754639,-0.0008424549246650592,0.7146394739698088,-0.00038162037891020795,0.6960403619291815,-0.006359843907765561,0.7331158200109664,0.0014297419426775315
proto_adapt_tau0p05_lam0p2,0.7715159488616535,0.8485319591032869,0.9222582644205102,-8.006028165075119e-05,0.39092906797388366,-0.00010037808407548088,0.7226794162724058,-0.0004202023987881498,0.7065145264879492,-0.0005709411619508886,0.6920183652823523,-0.0002793357177767186,0.7151130460611754,9.195171245646172e-05,0.7006290349279914,-0.0017711709089556216,0.7322403900014278,0.000554311933138929
proto_tau0p1_lam0p05,0.7715447934966957,0.8483448318361404,0.9222392481034866,-5.1215646608593346e-05,0.3910285215828287,-9.244751304482435e-07,0.7230894959805193,-1.0122690674685408e-05,0.7069660683490805,-0.00011939930081961148,0.6921978635307546,-9.983746937436422e-05,0.7150093580151162,-1.1736333602740956e-05,0.7007676396230745,-0.0016325662138725328,0.732120182216104,0.0004341041478150842
proto_adapt_tau0p1_lam0p05,0.7715783246739922,0.8481461749151789,0.9222448781932058,-1.7684469312051476e-05,0.39101949589267443,-9.950165284711154e-06,0.7230256458765723,-7.3972794621735e-05,0.7070109380915824,-7.452955831765973e-05,0.6922787242883847,-1.8976711744334018e-05,0.7150402707813732,1.9176432654255393e-05,0.7020191344465985,-0.0003810713903485974,0.7318214271111488,0.00013534904285994465
proto_tau0p1_lam0p1,0.7714385730485438,0.8485863288679634,0.9222170427146639,-0.00015743609476048803,0.3910154047231311,-1.4041334828018837e-05,0.7229257460097152,-0.0001738726614788355,0.7067484131313917,-0.0003370545185084062,0.692064233273665,-0.0002334677264640428,0.7149681253712376,-5.296897748141571e-05,0.6988327492480471,-0.0035674565889000087,0.7324074059556828,0.0007213278873938744
proto_adapt_tau0p1_lam0p1,0.7715570621252593,0.8482083010926939,0.9222447600794355,-3.894701804496581e-05,0.3910088450605813,-2.0600997377828723e-05,0.7229681625025026,-0.00013145616869136845,0.7069722467671571,-0.00011322088274301478,0.6922657457057158,-3.195529441324396e-05,0.7150392177188072,1.812337008821885e-05,0.7016003750448117,-0.0007998307921354142,0.7318954995256909,0.00020942145740199258
proto_tau0p1_lam0p2,0.7713399152449691,0.849245836216238,0.9221442452608818,-0.0002560938983351413,0.3919416987770144,0.0009122527190552621,0.7225127702788704,-0.0005868483923235912,0.706186260574362,-0.0008992070755381443,0.6918175460408725,-0.00048015495925646245,0.7148241747815661,-0.0001969195671528423,0.696597736739282,-0.0058024690976650195,0.7327960922622139,0.0011100141939249797
proto_adapt_tau0p1_lam0p2,0.7715141186539934,0.8483500745183246,0.922244838821949,-8.189048931084297e-05,0.39099771612248335,-3.1729935475788285e-05,0.7229280601129338,-0.00017155855826023192,0.706805801484883,-0.0002796661650170673,0.6920840903192309,-0.00021361068089809088,0.7150463572727155,2.5262923996516307e-05,0.700693282333253,-0.0017069235036940578,0.7320815843238498,0.0003955062555609512
proto_tau0p2_lam0p05,0.7715417302480124,0.8481551099927238,0.9222383031933239,-5.4278895291859364e-05,0.3910580811823743,2.863512441514393e-05,0.723095068541926,-4.5501292680327765e-06,0.7070661639955751,-1.9303654325009134e-05,0.6921598670371611,-0.00013783396296784822,0.7150064228211864,-1.4671527532539308e-05,0.7013309312842377,-0.0010692745527093317,0.7318921068994766,0.000206028831187699
proto_adapt_tau0p2_lam0p05,0.7715797517936185,0.8480966130998292,0.922240232384906,-1.6257349685799838e-05,0.3910205465662119,-8.89949174726068e-06,0.7230669902264173,-3.2628444776694465e-05,0.7070464913469321,-3.8976302968007914e-05,0.6922437529222288,-5.3948077900156655e-05,0.7150285971005478,7.502751828813992e-06,0.7021264864268772,-0.00027371941006981704,0.7317391605267628,5.308245847390758e-05
proto_tau0p2_lam0p1,0.7714847231254572,0.8482475977320195,0.9222285784928997,-0.00011128601784704539,0.3910181856629307,-1.1260395028467318e-05,0.723125170287417,2.5551616222974083e-05,0.7070242204324865,-6.124721741362915e-05,0.6921748838175342,-0.00012281718259476992,0.7149847417059749,-3.635264274404193e-05,0.700013789933348,-0.002386415903599115,0.7320647448278679,0.00037866675957898277
proto_adapt_tau0p2_lam0p1,0.7715645515150157,0.8481181137181546,0.9222406260974738,-3.1457628288600326e-05,0.3910390525273175,9.606469358380831e-06,0.7230102333242441,-8.938534694991063e-05,0.7070299337545897,-5.55338953104334e-05,0.6922187881463773,-7.891285375172252e-05,0.7150321467016154,1.1052352896445683e-05,0.7018693478420698,-0.0005308579948772874,0.7317935474942046,0.00010746942591566278
proto_tau0p2_lam0p2,0.7713707307868664,0.8484735844165477,0.9222034596310755,-0.00022527835643793015,0.39105694912039435,2.7503062435207948e-05,0.7230603508109515,-3.926786024244233e-05,0.7069012417765009,-0.00018422587339916863,0.6920232983512127,-0.0002744026489163165,0.7149208586006423,-0.00010023574807671576,0.6979247157522899,-0.0044754900846571966,0.7323242778682174,0.0006381997999285183
proto_adapt_tau0p2_lam0p2,0.7715414567808516,0.848165467922415,0.9222418466064339,-5.455236245266448e-05,0.39103806045206696,8.614394107819834e-06,0.7230065752144451,-9.304345674887582e-05,0.707036384314202,-4.908333569808576e-05,0.6922367788929707,-6.092210715824553e-05,0.7150339410881535,1.2846739434579924e-05,0.7013337990752565,-0.0010664067616905637,0.731874767620187,0.00018868955189810244
multiproto4_tau0p05_lam0p05,0.7715089887114532,0.8483584432936636,0.9222093653195922,-8.702043185104813e-05,0.39098530833478595,-4.413772317318765e-05,0.7230519624838864,-4.765618730762089e-05,0.7070642754160021,-2.1192233897959767e-05,0.6921470450889837,-0.00015065591114526988,0.7149493155701739,-7.177877854502857e-05,0.700721673178579,-0.0016785326583680371,0.7318651111057036,0.0001790330374147331
multiproto4_adapt_tau0p05_lam0p05,0.7715832989009005,0.8481560285951618,0.9222386575346349,-1.2710242403790595e-05,0.3909817835204404,-4.76625375187556e-05,0.7230097357440887,-8.988292710532253e-05,0.7070637949031464,-2.1672746753687022e-05,0.6923236730030115,2.5972002882457268e-05,0.7149943587360114,-2.6735612707606826e-05,0.7020034923260723,-0.0003967135108747799,0.7317375768034814,5.1498735192501144e-05
multiproto4_tau0p05_lam0p1,0.7713550954611855,0.8486431083987066,0.9221355048418771,-0.00024091368211875963,0.39107827038861503,4.882433065589442e-05,0.7227754061096631,-0.00032421256153092326,0.7068508997206717,-0.00023456792922837977,0.6919908288967465,-0.00030687210338253834,0.7148239784793019,-0.00019711586941706383,0.6989485691157119,-0.003451636721235163,0.7317794051655072,9.332709721832089e-05
multiproto4_adapt_tau0p05_lam0p1,0.7715662940787845,0.8482347676529249,0.9222340904688486,-2.9715064519764134e-05,0.39103239155628683,2.945498327688867e-06,0.7230003614223356,-9.92572488583976e-05,0.7070000225678379,-8.544508206220769e-05,0.6922328207124772,-6.488028765183618e-05,0.7149781490014365,-4.294534728244148e-05,0.7015442595826816,-0.0008559462542654384,0.7317362945105752,5.02164422863105e-05
multiproto4_tau0p05_lam0p2,0.7711304084891172,0.8494387058594872,0.9219584916714043,-0.00046560065418710384,0.3921701577234414,0.0011407116654822413,0.7217938535530696,-0.0013057651181244134,0.7063306292336006,-0.0007548384162995303,0.6913191577208909,-0.0009785432792380755,0.7143899452744137,-0.0006311490743052817,0.6963622797240153,-0.006037926112931746,0.7312534119572895,-0.0004326661109993468
multiproto4_adapt_tau0p05_lam0p2,0.7715022430458421,0.8483821907360584,0.9222162946607851,-9.376609746214459e-05,0.3909295015716208,-9.994448633832143e-05,0.7228068616616591,-0.00029275700953490524,0.7068646476628495,-0.00022081998705059114,0.6920603223589509,-0.0002373786411781209,0.7150335062633131,1.2411914594112616e-05,0.7007512712760571,-0.001648934560889992,0.7316763439493046,-9.734118984305873e-06
multiproto4_tau0p1_lam0p05,0.7715461336081223,0.8482792073893302,0.9222255469061279,-4.987553518198684e-05,0.3910505219294997,2.1075871540543467e-05,0.7232309642412379,0.0001313455700439059,0.7071402159893202,5.474833942009649e-05,0.6922657669348551,-3.193406527390863e-05,0.7149984320209825,-2.2662327736511223e-05,0.7009137037173211,-0.0014865021196259764,0.7319084127755868,0.00022233470729793314
multiproto4_adapt_tau0p1_lam0p05,0.7715846211526101,0.8481303038223789,0.92223810633704,-1.1387990694222694e-05,0.391029375933557,-7.012440211839888e-08,0.7230927605586775,-6.8581125164390855e-06,0.7070684611696694,-1.7006480230730148e-05,0.692259748354173,-3.795264595596315e-05,0.7150145231047823,-6.571243936659421e-06,0.7020410413814011,-0.0003591644555459572,0.7317339569585375,4.787889024859826e-05
multiproto4_tau0p1_lam0p1,0.7714272202258385,0.8484578175087817,0.9221793644219276,-0.00016878891746574531,0.39098866332718146,-4.078273077767758e-05,0.7231185183540224,1.8899682828421582e-05,0.7071249210962589,3.945344635880588e-05,0.6920534093855318,-0.00024429161459715854,0.7149910811079294,-3.0013240789550366e-05,0.6991880385106983,-0.0032121673262487382,0.7318843932449017,0.00019831517661283993
multiproto4_adapt_tau0p1_lam0p1,0.7715659395139319,0.848174381718243,0.9222341298401054,-3.0069629372353468e-05,0.39101111699311786,-1.8329064841282605e-05,0.7230287456058377,-7.087306535624727e-05,0.7071086327174589,2.316506755883907e-05,0.6922707446256092,-2.6956374519770954e-05,0.7150001684625931,-2.092588612589985e-05,0.7016186108072826,-0.0007815950296644614,0.7317381451515916,5.206708330274257e-05
multiproto4_tau0p1_lam0p2,0.7713078855750716,0.8489991317966077,0.9220736525974793,-0.0002881235682327121,0.3918853039079494,0.0008558578499902603,0.7227090663657081,-0.0003905523054859028,0.7069347863691402,-0.00015068128075990117,0.6917616942052586,-0.000536006794870425,0.7147245517465386,-0.00029654260218037187,0.6971808941592392,-0.0052193116777078385,0.731791046758456,0.00010496869016707322
multiproto4_adapt_tau0p1_lam0p2,0.771539931326719,0.8482864433135839,0.9222294840318057,-5.607781658523159e-05,0.3910300479116647,6.018537055396678e-07,0.7230472527594675,-5.236591172652627e-05,0.7070271958902444,-5.827175965567033e-05,0.6921689716910134,-0.00012872930911556058,0.7150200250875126,-1.0692612063545326e-06,0.7009027892694939,-0.0014974165674531692,0.7317954340539029,0.0001093559856140125
multiproto4_tau0p2_lam0p05,0.7715446813276161,0.8481364928795664,0.9222298777443735,-5.132781568817357e-05,0.3910078570067132,-2.158905124594046e-05,0.7230956672675075,-3.9514036864751745e-06,0.7071053399474758,1.987229757571818e-05,0.6922567578094562,-4.094319067282637e-05,0.7149998358483101,-2.125850040890498e-05,0.701502688295574,-0.0008975175413730163,0.7317821133047291,9.603523644019507e-05
multiproto4_adapt_tau0p2_lam0p05,0.7715833259536596,0.848090930089892,0.922238460678351,-1.2683189644646653e-05,0.3910262863682845,-3.159689674625543e-06,0.7230555169055235,-4.410176567049007e-05,0.7070801134152442,-5.354234655863266e-06,0.6922297692177811,-6.793178234787423e-05,0.7150339243271078,1.2829978388806396e-05,0.7021530770715204,-0.00024712876542665185,0.7317260206742124,3.994260592354859e-05
multiproto4_tau0p2_lam0p1,0.7715243250649308,0.848222888528578,0.922224287025911,-7.168407837343516e-05,0.3910511393690623,2.169331110313255e-05,0.7232638309702526,0.00016421229905860812,0.7071655146909457,8.004704104558336e-05,0.6923206707245841,2.2969724455146334e-05,0.7150174820794646,-3.6122692543827384e-06,0.7004872219157927,-0.0019129839211543542,0.7319226355021693,0.00023655743388040218
multiproto4_adapt_tau0p2_lam0p1,0.7715728772038514,0.8481066501694279,0.9222359015466605,-2.313193945291392e-05,0.3910316514368956,2.205378936470659e-06,0.7230587737749432,-4.084489625078014e-05,0.7070678995724898,-1.7568077410268224e-05,0.6922128007687204,-8.490023140861336e-05,0.7150170073463787,-4.087002340225077e-06,0.7019602797511274,-0.0004399260858196641,0.7317324811112439,4.6403042955001084e-05
multiproto4_tau0p2_lam0p2,0.7713872019930682,0.8483681597478284,0.9221762540926421,-0.00020880715023607888,0.39104403603907734,1.4589981118195983e-05,0.7231840442425786,8.442557138466089e-05,0.7071403298205203,5.486217062022902e-05,0.6921321804062892,-0.00016552059383978523,0.7149911408250307,-2.995352368828641e-05,0.6984861305275544,-0.003914075309392695,0.7319627085916588,0.0002766305233699029
multiproto4_adapt_tau0p2_lam0p2,0.7715533375836992,0.848143222348499,0.9222318463072123,-4.2671559605134135e-05,0.39100256252779586,-2.6883530163279712e-05,0.7230495368953909,-5.008177580312356e-05,0.7070859167404782,4.490905780585308e-07,0.6923156815142733,1.798051414425572e-05,0.715007477431634,-1.3616917085013114e-05,0.7015295804684334,-0.0008706253685136778,0.7317431132080663,5.703513977739494e-05
